Used_Car_Name,Price,KM_Driven,Overview,Specification,location
2015 Jaguar XF 2.2 Litre Luxury,"₹19.90 Lakh
Compare","56,000 kms   •   Diesel   •   Automatic","Registration Year
Nov 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
56,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
2179 cc, Transmission
Automatic, Year of Manufacture
2015","Engine
2179 cc, Power
187.7 bhp, Transmission
Automatic, Top Speed
225 kmph, Drive Type
RWD, Fuel
Diesel",jaipur
2018 BMW 3 Series 320d GT Luxury Line,"₹34 Lakh
Compare","60,000 kms   •   Diesel   •   Automatic","Registration Year
Oct 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
60,000 Kms, RTO
Bhilwara, Ownership
First Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1995 cc, Power
187.74 bhp, Transmission
Automatic, Top Speed
226 kmph, Drive Type
RWD, Fuel
Diesel, Seating Capacity
5",jaipur
2018 Hyundai i20 Petrol Magna,"₹5.45 Lakh
Compare","62,000 kms   •   Petrol   •   Manual","Registration Year
Sept 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
62,000 Kms, RTO
Jhunjhunu, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1197 cc, Power
81.86 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, Length
3985mm",jaipur
2012 Honda New Accord 2.4 M/T,"₹4.25 Lakh
Compare","1,05,670 kms   •   Petrol   •   Manual","Registration Year
Oct 2012, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,05,670 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
2354 cc, Transmission
Manual, Year of Manufacture
2012","Engine
2354 cc, Power
177.6 bhp, Transmission
Manual, Mileage
12.8 kmpl, Fuel
Petrol",jaipur
2022 Maruti Baleno Sigma,"₹5.70 Lakh
Compare","67,000 kms   •   Petrol   •   Manual","Registration Year
Aug 2022, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
67,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
21.01 kmpl, Fuel
Petrol, No. of Airbags
2",jaipur
2016 Tata Tiago 1.2 Revotron XM,"₹3.70 Lakh
Compare","72,000 kms   •   Petrol   •   Manual","Registration Year
Oct 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
72,000 Kms, RTO
Kota, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1199 cc, Power
84 bhp, Transmission
Manual, Mileage
23.84 kmpl, Fuel
Petrol, Length
3746mm",jaipur
2022 Hyundai Creta EX BSVI,"₹10.40 Lakh
Compare","70,082 kms   •   Petrol   •   Manual","Registration Year
Aug 2022, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
70,082 Kms, RTO
sawai madhopur, Ownership
First Owner, Engine Displacement
1497 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1497 cc, Power
113.18 bhp, Transmission
Manual, Fuel
Petrol, No. of Airbags
6",jaipur
2020 Maruti S-Presso VXI Plus 2019-2022,"₹3.85 Lakh
Compare","49,123 kms   •   Petrol   •   Manual","Registration Year
Aug 2020, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
49,123 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2020","Engine
998 cc, Power
65.71 bhp, Transmission
Manual, Mileage
21.7 kmpl, Fuel
Petrol, No. of Airbags
2",jaipur
2013 Mercedes-Benz C-Class 220 CDI MT,"₹6 Lakh
Compare","1,24,657 kms   •   Diesel   •   Manual","Registration Year
Feb 2013, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,24,657 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
2148 cc, Transmission
Manual, Year of Manufacture
2013","Engine
2148 cc, Transmission
Manual, Top Speed
228 kmph, Drive Type
RWD, Fuel
Diesel, Seating Capacity
5",jaipur
2015 Hyundai Xcent 1.2 Kappa S,"₹3.65 Lakh
Compare","70,123 kms   •   Petrol   •   Manual","Registration Year
Jan 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
70,123 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1197 cc, Power
82 bhp, Transmission
Manual, Mileage
19.1 kmpl, Fuel
Petrol",jaipur
2017 Hyundai i20 Magna 1.2,"₹4.90 Lakh
Compare","70,000 kms   •   Petrol   •   Manual","Registration Year
Apr 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
70,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1197 cc, Power
81.83 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, Length
3985mm",jaipur
2020 Honda Amaze VX i-VTEC,"₹5.45 Lakh
Compare","48,000 kms   •   Petrol   •   Manual","Registration Year
May 2020, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
48,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2020","Engine
1198 cc, Power
86.7 bhp, Transmission
Manual, Mileage
17.8 kmpl, Fuel
Petrol",jaipur
2022 Tata Harrier XT,"₹14.90 Lakh
Compare","44,030 kms   •   Diesel   •   Manual","Registration Year
Aug 2022, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
44,030 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1956 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1956 cc, Power
167.67 bhp, Seating Capacity
5, Mileage
16.35 kmpl, Fuel
Diesel, No. of Airbags
2",jaipur
2023 Maruti Grand Vitara Alpha BSVI,"₹14.75 Lakh
Compare","16,339 kms   •   Petrol   •   Manual",Not Available,Not Available,jaipur
2021 Hyundai Venue S,"₹6.86 Lakh
Compare","45,167 kms   •   Petrol   •   Manual","Registration Year
Feb 2021, Insurance
Zero Dep, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
45,167 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1197 cc, Power
81.86 bhp, Transmission
Manual, Drive Type
FWD, Mileage
17.52 kmpl, Fuel
Petrol",jaipur
2021 Honda Jazz V,"₹6.75 Lakh
Compare","9,348 kms   •   Petrol   •   Manual","Registration Year
Dec 2021, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
9,348 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1199 cc, Power
88.50 bhp, Transmission
Manual, Mileage
17.1 kmpl, Fuel
Petrol, No. of Airbags
2",jaipur
2019 Honda Amaze E Petrol BSIV,"₹4.85 Lakh
Compare","72,680 kms   •   Petrol   •   Manual","Registration Year
Jul 2019, Insurance
Zero Dep, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
72,680 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2019","Engine
1199 cc, Power
88.76 bhp, Transmission
Manual, Mileage
19.5 kmpl, Fuel
Petrol, No. of Airbags
2",jaipur
2014 Honda City i VTEC CVT VX,"₹4.50 Lakh
Compare","63,094 kms   •   Petrol   •   Automatic","Registration Year
Aug 2014, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
63,094 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1497 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
1497 cc, Power
117.3 bhp, Transmission
Automatic, Mileage
18 kmpl, Fuel
Petrol",jaipur
2016 Maruti Swift VXI Optional,"₹5 Lakh
Compare","76,000 kms   •   Petrol   •   Manual","Registration Year
Jan 2017, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
76,000 Kms, RTO
bhiwadi, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
20.4 kmpl, Fuel
Petrol, Length
3840mm",jaipur
2015 Hyundai Creta 1.4 S,"₹6.50 Lakh
Compare","90,000 kms   •   Diesel   •   Manual","Registration Year
Oct 2015, Insurance
Third Party, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
90,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1396 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1396 cc, Power
88.7 bhp, Transmission
Manual, Drive Type
FWD, Mileage
22.1 kmpl, Fuel
Diesel",jaipur
2015 Maruti Swift Dzire LDI Optional,"₹4.35 Lakh
Compare","65,000 kms   •   Diesel   •   Manual","Registration Year
Jun 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
65,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1248 cc, Power
74 bhp, Transmission
Manual, Mileage
26.59 kmpl, Fuel
Diesel",jaipur
2015 Maruti Swift LXI Optional-O,"₹3.51 Lakh
Compare","89,668 kms   •   Petrol   •   Manual","Registration Year
Nov 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
89,668 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1197 cc, Power
83.11 bhp, Transmission
Manual, Mileage
20.4 kmpl, Fuel
Petrol, Length
3840mm",jaipur
2018 Maruti Vitara Brezza VDi,"₹7 Lakh
Compare","62,083 kms   •   Diesel   •   Manual",Not Available,Not Available,jaipur
2013 Hyundai Verna 1.6 CRDI,"₹4.21 Lakh
Compare","70,000 kms   •   Diesel   •   Manual","Registration Year
Dec 2013, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
70,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1582 cc, Transmission
Manual, Year of Manufacture
2013","Engine
1582 cc, Power
126.3 bhp, Transmission
Manual, Mileage
22.32 kmpl, Fuel
Diesel",jaipur
2018 Tata Nexon KRAZ Plus Diesel,"₹6.75 Lakh
Compare","42,000 kms   •   Diesel   •   Manual","Registration Year
Oct 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
42,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1497 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1497 cc, Power
108.5 bhp, Transmission
Manual, Drive Type
FWD, Mileage
21.5 kmpl, Fuel
Diesel",jaipur
2021 Hyundai Verna S Plus Diesel,"₹9.90 Lakh
Compare","53,000 kms   •   Diesel   •   Manual","Registration Year
May 2021, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
53,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1493 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1493 cc, Power
113.45 bhp, Transmission
Manual, Mileage
25 kmpl, Fuel
Diesel, No. of Airbags
2",jaipur
2019 Maruti Baleno 1.2 Alpha,"₹5.85 Lakh
Compare","67,938 kms   •   Petrol   •   Manual","Registration Year
Oct 2019, Insurance
Zero Dep, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
67,938 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2019","Engine
1197 cc, Power
83.1 bhp, Transmission
Manual, Mileage
21.4 kmpl, Fuel
Petrol, Length
3995mm",jaipur
2014 Nissan Terrano XV 110 PS,"₹4.50 Lakh
Compare","88,000 kms   •   Diesel   •   Manual","Registration Year
Feb 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
88,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1461 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1461 cc, Ground Clearance
205mm, Power
108.5 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
19.01 kmpl",jaipur
2016 Ford Endeavour Titanium Plus 4X4,"₹14.51 Lakh
Compare","89,000 kms   •   Diesel   •   Automatic","Registration Year
May 2016, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
89,000 Kms, RTO
Ajmer, Ownership
Third Owner, Engine Displacement
3198 cc, Transmission
Automatic, Year of Manufacture
2016","Engine
3198 cc, Power
197 bhp, Seating Capacity
7, Drive Type
4WD, Mileage
14.2 kmpl, Fuel
Diesel",jaipur
