Used_Car_Name,Price,KM_Driven,Overview,Specification,location
2010 Tata Indica Aqua 1.4 TDI,"₹1.11 Lakh
Compare","73,000 kms   •   Diesel   •   Manual","Registration Year
2010, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
73,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
1405 cc, Transmission
Manual, Year of Manufacture
2010","Engine
1405 cc, Transmission
Manual, Mileage
17 kmpl, Fuel
Diesel, Length
3795 mm",ajmer
2018 Renault KWID 1.0 RXL,"₹2.80 Lakh
Compare","40,000 kms   •   Petrol   •   Manual","Registration Year
2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
40,000 Kms, RTO
Jaipur, Ownership
Third Owner, Engine Displacement
999 cc, Transmission
Manual, Year of Manufacture
2018","Engine
999 cc, Power
67 bhp, Transmission
Manual, Mileage
23.01 kmpl, Fuel
Petrol, Length
3679mm",ajmer
2018 Honda Jazz 1.2 S i VTEC,"₹3 Lakh
Compare","60,000 kms   •   Petrol   •   Manual","Registration Year
2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
60,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1199 cc, Power
88.7 bhp, Transmission
Manual, Mileage
18.7 kmpl, Fuel
Petrol, Length
3955mm",ajmer
2018 Maruti Swift AMT VDI,"₹5.15 Lakh
Compare","1,20,000 kms   •   Diesel   •   Automatic","Registration Year
2018, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,20,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
1248 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1248 cc, Power
74 bhp, Transmission
Automatic, Mileage
28.4 kmpl, Fuel
Diesel, No. of Airbags
2",ajmer
2019 Maruti Baleno Zeta CVT,"₹5.80 Lakh
Compare","20,000 kms   •   Petrol   •   Automatic","Registration Year
2019, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
20,000 Kms, RTO
Ajmer, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2019","Engine
1197 cc, Power
81.80 bhp, Transmission
Automatic, Mileage
19.56 kmpl, Fuel
Petrol, No. of Airbags
2",ajmer
2016 Datsun GO T BSIV,"₹1.60 Lakh
Compare","40,000 kms   •   Petrol   •   Manual","Registration Year
2016, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
40,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1198 cc, Power
67 bhp, Transmission
Manual, Mileage
20.63 kmpl, Fuel
Petrol, Length
3785mm",ajmer
2021 Maruti Swift VXI,"₹5.55 Lakh
Compare","60,000 kms   •   Petrol   •   Manual","Registration Year
2021, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
60,000 Kms, RTO
Jhunjhunu, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
21.21 kmpl, Fuel
Petrol, No. of Airbags
2",ajmer
2015 Ford Ecosport 1.5 TDCi Titanium BSIV,"₹4.70 Lakh
Compare","50,000 kms   •   Diesel   •   Manual","Registration Year
2015, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
50,000 Kms, RTO
Ajmer, Ownership
Third Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
21.21 kmpl, Fuel
Petrol, No. of Airbags
2",ajmer
2012 Chevrolet Captiva Captiva XTREME,"₹2.25 Lakh
Compare","1,00,000 kms   •   Diesel   •   Manual","Registration Year
2012, Insurance
Expired, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
1,00,000 Kms, RTO
New Delhi, Ownership
Second Owner, Engine Displacement
1991 cc, Transmission
Manual, Year of Manufacture
2012","Engine
1991 cc, Ground Clearance
197mm, Seating Capacity
7, Mileage
11.5 kmpl, Fuel
Diesel, Ground Clearance
197mm",ajmer
2014 Hyundai i20 Magna,"₹3.45 Lakh
Compare","50,000 kms   •   Petrol   •   Manual","Registration Year
2014, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
50,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1197 cc, Power
82.85 bhp, Transmission
Manual, Mileage
18.5 kmpl, Fuel
Petrol, Length
3995mm",ajmer
2009 Maruti Swift 1.3 VXi,"₹55,000
Compare","1,00,000 kms   •   Petrol   •   Manual","Registration Year
2009, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,00,000 Kms, Ownership
Fourth Owner, Engine Displacement
1298 cc, Transmission
Manual, Year of Manufacture
2009","Engine
1197 cc, Power
82.85 bhp, Transmission
Manual, Mileage
18.5 kmpl, Fuel
Petrol, Length
3995mm",ajmer
2009 Maruti Swift 1.3 VXi,"₹60,000
Compare","1,00,000 kms   •   Petrol   •   Manual","Registration Year
2009, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,00,000 Kms, RTO
New Delhi, Ownership
Fourth Owner, Engine Displacement
1298 cc, Transmission
Manual, Year of Manufacture
2009","Engine
1298 cc, Transmission
Manual, Mileage
16.1 kmpl, Fuel
Petrol, Length
3760mm",ajmer
2022 Kia Sonet 1.5 HTX Plus Diesel DT,"₹11 Lakh
Compare","50,000 kms   •   Diesel   •   Manual","Registration Year
2022, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
50,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
1493 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1493 cc, Power
98.63 bhp, Seating Capacity
5, Drive Type
FWD, Fuel
Diesel, No. of Airbags
2",ajmer
2018 Tata Hexa XE,"₹6.50 Lakh
Compare","1,60,000 kms   •   Diesel   •   Manual","Registration Year
2018, Insurance
Expired, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
1,60,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
2179 cc, Transmission
Manual, Year of Manufacture
2018","Engine
2179 cc, Power
147.94 bhp, Seating Capacity
7, Transmission
Manual, Fuel
Diesel, No. of Airbags
2",ajmer
2013 Nissan Sunny XV,"₹2.69 Lakh
Compare","1,20,000 kms   •   Petrol   •   Manual","Registration Year
2013, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,20,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2013","Engine
1498 cc, Power
97.7 bhp, Transmission
Manual, Mileage
16.95 kmpl, Fuel
Petrol",ajmer
2018 Tata Tiago 1.2 Revotron XZ,"₹3.50 Lakh
Compare","1,20,000 kms   •   Petrol   •   Manual","Registration Year
2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,20,000 Kms, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1199 cc, Power
84 bhp, Transmission
Manual, Mileage
23.84 kmpl, Fuel
Petrol, Length
3746mm",ajmer
2015 Mercedes-Benz GLA Class 200 CDI SPORT,"₹16.75 Lakh
Compare","1,22,000 kms   •   Diesel   •   Automatic","Registration Year
Apr 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,22,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
2143 cc, Transmission
Automatic, Year of Manufacture
2015","Engine
2143 cc, Power
136 bhp, Transmission
Automatic, Top Speed
205 kmph, Drive Type
AWD, Fuel
Diesel, Seating Capacity
5",ajmer
2014 Audi A3 35 TDI Attraction,"₹13.50 Lakh
Compare","70,000 kms   •   Diesel   •   Automatic","Registration Year
Jan 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
70,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
2143 cc, Power
136 bhp, Transmission
Automatic, Top Speed
205 kmph, Drive Type
AWD, Fuel
Diesel, Seating Capacity
5",ajmer
2009 Mercedes-Benz C-Class 220 CDI AT,"₹6.95 Lakh
Compare","72,266 kms   •   Diesel   •   Automatic","Registration Year
Aug 2009, Insurance
Third Party, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
72,266 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
2143 cc, Transmission
Automatic, Year of Manufacture
2009","Engine
2143 cc, Power
170 bhp, Transmission
Automatic, Top Speed
228km/hr kmph, Drive Type
RWD, Fuel
Diesel, Seating Capacity
5",ajmer
2019 Toyota Innova Crysta 2.4 G Plus MT BSIV,"₹14.95 Lakh
Compare","1,48,219 kms   •   Diesel   •   Manual","Registration Year
Jan 2019, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
1,48,219 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
2393 cc, Transmission
Manual, Year of Manufacture
2019","Engine
2393 cc, Power
147.8 bhp, Seating Capacity
7, Transmission
Manual, Fuel
Diesel, No. of Airbags
3",ajmer
2015 Honda Brio S MT,"₹3.65 Lakh
Compare","45,000 kms   •   Petrol   •   Manual","Registration Year
Dec 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
45,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1198 cc, Power
86.8 bhp, Transmission
Manual, Mileage
19.4 kmpl, Fuel
Petrol, Length
3610mm",ajmer
2014 Jaguar XJ 3.0L Portfolio,"₹29 Lakh
Compare","67,000 kms   •   Diesel   •   Automatic","Registration Year
Nov 2014, Insurance
Expired, Fuel Type
Diesel, Seats
4 Seats, Kms Driven
67,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
2993 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
2993 cc, Power
271.23 bhp, Transmission
Automatic, Top Speed
250km/hr kmph, Fuel
Diesel",ajmer
2016 Jaguar XF 2.2 Litre Executive,"₹19.90 Lakh
Compare","83,000 kms   •   Diesel   •   Automatic","Registration Year
Feb 2016, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
83,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
2179 cc, Transmission
Automatic, Year of Manufacture
2016","Engine
2179 cc, Power
187.7 bhp, Transmission
Automatic, Top Speed
225 kmph, Drive Type
RWD, Fuel
Diesel, Seating Capacity
5",ajmer
2021 MG Hector Plus Select Diesel MT 7 STR,"₹16 Lakh
Compare","85,000 kms   •   Diesel   •   Manual","Registration Year
Feb 2021, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
85,000 Kms, RTO
beawar, Ownership
First Owner, Engine Displacement
1956 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1956 cc, Power
167.67 bhp, Seating Capacity
6, Mileage
16.56 kmpl, Fuel
Diesel, No. of Airbags
4",ajmer
2019 Audi A6 35 TDI,"₹28.50 Lakh
Compare","1,13,000 kms   •   Diesel   •   Automatic","Registration Year
Mar 2019, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,13,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2019","Engine
1968 cc, Power
187.74 bhp, Transmission
Automatic, Mileage
18.53 kmpl, Fuel
Diesel",ajmer
2017 Audi Q3 30 TDI,"₹18.90 Lakh
Compare","79,000 kms   •   Diesel   •   Manual","Registration Year
Apr 2017, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
79,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1968 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1968 cc, Power
138.13 bhp, Transmission
Manual, Top Speed
202 kmph, Drive Type
FWD, Fuel
Diesel, Seating Capacity
5",ajmer
2014 BMW 5 Series 520d Luxury Line,"₹21.50 Lakh
Compare","37,000 kms   •   Diesel   •   Automatic","Registration Year
Aug 2014, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
37,000 Kms, RTO
Jaipur, Ownership
Second Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
1995 cc, Power
190 bhp, Transmission
Automatic, Top Speed
231 kmph, Drive Type
RWD, Fuel
Diesel",ajmer
2013 Audi A4 2.0 TDI,"₹13 Lakh
Compare","54,000 kms   •   Diesel   •   Automatic","Registration Year
Nov 2013, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
54,000 Kms, RTO
Gurgaon, Ownership
Second Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2013","Engine
1968 cc, Power
147.51 bhp, Transmission
Automatic, Mileage
16.55 kmpl, Fuel
Diesel",ajmer
2015 Jaguar XF 2.2 Litre Luxury,"₹19.90 Lakh
Compare","56,000 kms   •   Diesel   •   Automatic","Registration Year
Nov 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
56,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
2179 cc, Transmission
Automatic, Year of Manufacture
2015","Engine
1968 cc, Power
147.51 bhp, Transmission
Automatic, Mileage
16.55 kmpl, Fuel
Diesel",ajmer
2014 Mini Cooper D,"₹18.50 Lakh
Compare","77,000 kms   •   Diesel   •   Automatic","Registration Year
Nov 2014, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
77,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1998 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
1998 cc, Power
112 bhp, Transmission
Automatic, Mileage
23.8 kmpl, Fuel
Diesel, Length
4097mm",ajmer
2014 BMW X5 xDrive 30d,"₹22.50 Lakh
Compare","80,000 kms   •   Diesel   •   Automatic","Registration Year
May 2014, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
80,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
2993 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
1998 cc, Power
112 bhp, Transmission
Automatic, Mileage
23.8 kmpl, Fuel
Diesel, Length
4097mm",ajmer
2022 Hyundai Grand i10 Nios Sportz,"₹6.21 Lakh
Compare","51,236 kms   •   Petrol   •   Manual","Registration Year
May 2022, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
51,236 Kms, RTO
Jodhpur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1197 cc, Power
81.86 bhp, Transmission
Manual, Mileage
20.7 kmpl, Fuel
Petrol, No. of Airbags
2",ajmer
2021 BMW 3 Series 330i M Sport,"₹45 Lakh
Compare","15,000 kms   •   Petrol   •   Automatic","Registration Year
Sept 2021, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
15,000 Kms, RTO
Udaipur, Ownership
First Owner, Engine Displacement
1998 cc, Transmission
Automatic, Year of Manufacture
2021","Engine
1998 cc, Power
254.79 bhp, Transmission
Automatic, Top Speed
250 kmph, Drive Type
RWD, Fuel
Petrol",ajmer
2017 Audi Q3 35 TDI Quattro Premium,"₹25 Lakh
Compare","64,000 kms   •   Diesel   •   Automatic","Registration Year
Jun 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
64,000 Kms, RTO
Alwar, Ownership
First Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2017","Engine
1968 cc, Power
174.33 bhp, Transmission
Automatic, Top Speed
212 kmph, Drive Type
AWD, Fuel
Diesel, Seating Capacity
5",ajmer
2016 Audi A3 35 TDI Premium,"₹15.65 Lakh
Compare","42,000 kms   •   Diesel   •   Automatic","Registration Year
Mar 2016, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
42,000 Kms, RTO
Ajmer, Ownership
First Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2016","Engine
1968 cc, Power
143 bhp, Transmission
Automatic, Mileage
20.38 kmpl, Fuel
Diesel",ajmer
2016 Toyota Innova Crysta 2.8 ZX AT BSIV,"₹15.95 Lakh
Compare","85,000 kms   •   Diesel   •   Automatic","Registration Year
Oct 2016, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
85,000 Kms, RTO
kotputli, Ownership
First Owner, Engine Displacement
2755 cc, Transmission
Automatic, Year of Manufacture
2016","Engine
2755 cc, Power
171.5 bhp, Seating Capacity
7, Transmission
Automatic, Fuel
Diesel, No. of Airbags
7",ajmer
2017 Skoda Rapid 1.5 TDI Style BSIV,"₹6.51 Lakh
Compare","1,28,000 kms   •   Diesel   •   Manual","Registration Year
Dec 2017, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,28,000 Kms, RTO
Jodhpur, Ownership
Second Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1498 cc, Power
108.6 bhp, Transmission
Manual, Mileage
21.13 kmpl, Fuel
Diesel, No. of Airbags
4",ajmer
2007 Force Trax Cruiser Classic BSIII,"₹13.50 Lakh
Compare","28,000 kms   •   Diesel   •   Manual","Registration Year
Jun 2007, Insurance
Third Party, Fuel Type
Diesel, Seats
13 Seats, Kms Driven
28,000 Kms, RTO
Bhilwara, Ownership
Second Owner, Engine Displacement
2569 cc, Transmission
Manual, Year of Manufacture
2007","Engine
2569 cc, Mileage
17 kmpl, Seating Capacity
13, Transmission
Manual, Fuel
Diesel",ajmer
2018 BMW 3 Series 320d GT Luxury Line,"₹34 Lakh
Compare","60,000 kms   •   Diesel   •   Automatic","Registration Year
Oct 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
60,000 Kms, RTO
Bhilwara, Ownership
First Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1995 cc, Power
187.74 bhp, Transmission
Automatic, Top Speed
226 kmph, Drive Type
RWD, Fuel
Diesel, Seating Capacity
5",ajmer
2023 Audi A6 45 TFSI Technology WO Matrix BSVI,"₹57 Lakh
Compare","17,000 kms   •   Petrol   •   Automatic","Registration Year
Oct 2023, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
17,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1984 cc, Transmission
Automatic, Year of Manufacture
2023","Engine
1984 cc, Power
241.3 bhp, Transmission
Automatic, Mileage
14.11 kmpl, Fuel
Petrol, No. of Airbags
6",ajmer
2015 BMW 3 Series 320d Luxury Line,"₹21.50 Lakh
Compare","70,000 kms   •   Diesel   •   Automatic","Registration Year
Nov 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
70,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2015","Engine
1995 cc, Power
190 bhp, Transmission
Automatic, Top Speed
230 kmph, Drive Type
RWD, Fuel
Diesel, Seating Capacity
5",ajmer
2018 Hyundai Creta 1.4 E Plus CRDi,"₹9.50 Lakh
Compare","90,000 kms   •   Diesel   •   Manual","Registration Year
Jan 2019, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
90,000 Kms, RTO
Jodhpur, Ownership
First Owner, Engine Displacement
1396 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1396 cc, Power
88.7 bhp, Transmission
Manual, Drive Type
FWD, Mileage
22.1 kmpl, Fuel
Diesel",ajmer
2016 Hyundai Verna 1.6 CRDi S,"₹6.50 Lakh
Compare","93,000 kms   •   Diesel   •   Manual","Registration Year
Jul 2016, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
93,000 Kms, RTO
Jaipur, Ownership
First Owner, Engine Displacement
1582 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1582 cc, Power
126.2 bhp, Transmission
Manual, Mileage
23.9 kmpl, Fuel
Diesel",ajmer
