Used_Car_Name,Price,KM_Driven,Overview,Specification,location
2022 Tata Tiago XT BSVI,"₹5.45 Lakh
Compare","88,969 kms   •   Petrol   •   Manual","Registration Year
Sept 2022, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
88,969 Kms, RTO
Coimbatore, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2022, Android Auto/Apple CarPlay, Engine
1199 cc, Power
84.82 bhp, Transmission
Manual, Mileage
19.01 kmpl, Fuel
Petrol, No. of Airbags
2, Used cars in Coimbatore in 5 Lakh to 7 Lakh, Used Petrol Hatchback cars in Coimbatore, Used Hatchback cars in Coimbatore, Used Tata cars in Coimbatore, 2022 model & newer Tata cars","Engine
1199 cc, Power
84.82 bhp, Transmission
Manual, Mileage
19.01 kmpl, Fuel
Petrol, No. of Airbags
2",coimbatore
2014 Audi Q3 35 TDI Quattro Premium Plus,"₹14.50 Lakh
Compare","93,245 kms   •   Diesel   •   Automatic","Registration Year
Nov 2014, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
93,245 Kms, RTO
Poonamallee, Ownership
Second Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
1968 cc, Power
174.33 bhp, Transmission
Automatic, Top Speed
212 kmph, Drive Type
AWD, Fuel
Diesel, Seating Capacity
5",coimbatore
2014 Mercedes-Benz M-Class ML 250 CDI,"₹23.90 Lakh
Compare","64,253 kms   •   Diesel   •   Automatic","Registration Year
Jun 2014, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
64,253 Kms, RTO
Melur, Ownership
First Owner, Engine Displacement
2143 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
2143 cc, Power
203.2 bhp, Transmission
Automatic, Top Speed
210 kmph, Drive Type
AWD, Fuel
Diesel",coimbatore
2019 BMW 5 Series 520d Luxury Line,"₹41.90 Lakh
Compare","64,873 kms   •   Diesel   •   Automatic",Not Available,Not Available,coimbatore
2023 Toyota Innova Hycross VX 8STR Hybrid,"₹32.50 Lakh
Compare","29,000 kms   •   Petrol   •   Automatic","Registration Year
Nov 2023, Insurance
Expired, Fuel Type
Petrol, Seats
8 Seats, Kms Driven
29,000 Kms, RTO
Tiruppur, Ownership
First Owner, Engine Displacement
1987 cc, Transmission
Automatic, Year of Manufacture
2023","Engine
1987 cc, Power
183.72 bhp, Seating Capacity
7, 8, Transmission
Automatic, Fuel
Petrol, No. of Airbags
6",coimbatore
2016 Maruti Wagon R AMT VXI,"₹4.39 Lakh
Compare","15,663 kms   •   Petrol   •   Automatic","Registration Year
Mar 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
15,663 Kms, RTO
Chennai, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Automatic, Year of Manufacture
2016","Engine
998 cc, Power
67 bhp, Transmission
Automatic, Mileage
20.51 kmpl, Fuel
Petrol, Length
3599mm",coimbatore
2018 Skoda Rapid 1.5 TDI Ambition BSIV,"₹8.40 Lakh
Compare","67,768 kms   •   Diesel   •   Manual","Registration Year
Jul 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
67,768 Kms, RTO
Melur, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2018, Used cars in Coimbatore in 7 Lakh to 11 Lakh, Used Diesel Sedan cars in Coimbatore, Used Sedan cars in Coimbatore, Used Skoda cars in Coimbatore, 2018 model & newer Skoda cars","Engine
1498 cc, Power
108.6 bhp, Transmission
Manual, Mileage
21.13 kmpl, Fuel
Diesel, No. of Airbags
2",coimbatore
2017 Honda City i DTec VX,"₹9.54 Lakh
Compare","81,550 kms   •   Diesel   •   Manual","Registration Year
Apr 2017, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
81,550 Kms, RTO
Srirangam, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1498 cc, Power
98.6 bhp, Transmission
Manual, Mileage
26 kmpl, Fuel
Diesel",coimbatore
2022 BMW 7 Series 730Ld DPE Signature,"₹1.55 Crore
Compare","1,500 kms   •   Diesel   •   Automatic","Registration Year
Aug 2022, Insurance
Third Party, Fuel Type
Diesel, Seats
4 Seats, Kms Driven
1,500 Kms, RTO
Pondicherry, Ownership
First Owner, Engine Displacement
2993 cc, Transmission
Automatic, Year of Manufacture
2022","Engine
2993 cc, Power
261.49 bhp, Transmission
Automatic, Fuel
Diesel",coimbatore
2018 Hyundai Creta 1.6 CRDi SX Plus,"₹8.90 Lakh
Compare","72,824 kms   •   Diesel   •   Manual","Registration Year
Jun 2018, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
72,824 Kms, RTO
Chennai, Ownership
Second Owner, Engine Displacement
1582 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1582 cc, Ground Clearance
190mm, Power
126.2 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
19.67 kmpl",coimbatore
2013 Maruti Ritz VDi,"₹3.98 Lakh
Compare","22,217 kms   •   Diesel   •   Manual","Registration Year
Jan 2014, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
22,217 Kms, RTO
Melur, Ownership
First Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2013","Engine
1248 cc, Power
73.94 bhp, Transmission
Manual, Mileage
23.2 kmpl, Fuel
Diesel, Length
3775mm",coimbatore
2019 Maruti Celerio ZXI,"₹4.24 Lakh
Compare","54,434 kms   •   Petrol   •   Manual","Registration Year
Oct 2019, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
54,434 Kms, RTO
Tiruchirappalli, Ownership
Second Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2019","Engine
998 cc, Power
65.71 bhp, Transmission
Manual, Mileage
25.24 kmpl, Fuel
Petrol, Boot Space
313 Litres",coimbatore
2018 Maruti Ciaz 1.4 Delta,"₹7.40 Lakh
Compare","71,232 kms   •   Petrol   •   Manual","Registration Year
Jun 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
71,232 Kms, RTO
Sulur, Ownership
First Owner, Engine Displacement
1373 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1373 cc, Power
91.1 bhp, Transmission
Manual, Mileage
20.73 kmpl, Fuel
Petrol",coimbatore
2014 Hyundai Grand i10 Asta Option,"₹3.97 Lakh
Compare","72,226 kms   •   Petrol   •   Manual","Registration Year
Apr 2014, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
72,226 Kms, RTO
Gurgaon, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1197 cc, Power
82 bhp, Transmission
Manual, Mileage
18.9 kmpl, Fuel
Petrol, Length
3765mm",coimbatore
2023 Tata Tiago XT,"₹5.86 Lakh
Compare","31,162 kms   •   Petrol   •   Manual","Registration Year
Jul 2023, Insurance
Zero Dep, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
31,162 Kms, RTO
hosur, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2023","Engine
1199 cc, Power
84.48 bhp, Transmission
Manual, Mileage
20.09 kmpl, Fuel
Petrol, Boot Space
242 Litres, Global NCAP Safety Rating
4 Star",coimbatore
2019 Datsun GO Plus T Option VDC,"₹3.60 Lakh
Compare","80,240 kms   •   Petrol   •   Manual","Registration Year
Apr 2019, Insurance
Third Party, Fuel Type
Petrol, Seats
7 Seats, Kms Driven
80,240 Kms, RTO
Tiruppur, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2019","Engine
1198 cc, Power
67 bhp, Mileage
19.72 kmpl, Seating Capacity
7, Transmission
Manual, Fuel
Petrol",coimbatore
2019 Skoda Superb LK 2.0 TDI AT,"₹26.90 Lakh
Compare","58,321 kms   •   Diesel   •   Automatic","Registration Year
Nov 2020, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
58,321 Kms, RTO
Udumalaipettai, Ownership
Second Owner, Engine Displacement
1984 cc, Transmission
Automatic, Year of Manufacture
2019","Engine
1984 cc, Power
174.5 bhp, Transmission
Automatic, Mileage
18.19 kmpl, Fuel
Diesel, No. of Airbags
8",coimbatore
2021 Hyundai Venue S,"₹8.25 Lakh
Compare","35,831 kms   •   Petrol   •   Manual","Registration Year
Mar 2021, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
35,831 Kms, RTO
Madurai, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1197 cc, Power
81.86 bhp, Transmission
Manual, Drive Type
FWD, Mileage
17.52 kmpl, Fuel
Petrol",coimbatore
2022 Skoda Slavia 1.0 TSI Style AT BSVI,"₹14.90 Lakh
Compare","8,800 kms   •   Petrol   •   Automatic","Registration Year
Aug 2022, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
8,800 Kms, RTO
Sulur, Ownership
First Owner, Engine Displacement
999 cc, Transmission
Automatic, Year of Manufacture
2022","Engine
999 cc, Power
113.98 bhp, Transmission
Automatic, Mileage
18.07 kmpl, Fuel
Petrol, No. of Airbags
6",coimbatore
2017 Hyundai i20 1.2 Asta Dual Tone,"₹5.98 Lakh
Compare","68,136 kms   •   Petrol   •   Manual","Registration Year
Dec 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
68,136 Kms, RTO
Coimbatore, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1197 cc, Power
81.83 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, Length
3985mm",coimbatore
2021 Mahindra Thar LX 4WD Hard Top BSVI,"₹14.50 Lakh
Compare","20,435 kms   •   Petrol   •   Manual","Registration Year
Aug 2021, Insurance
Expired, Fuel Type
Petrol, Seats
4 Seats, Kms Driven
20,435 Kms, RTO
Gudalur, Ownership
Second Owner, Engine Displacement
1997 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1997 cc, Ground Clearance
226mm, Power
150 bhp, Seating Capacity
4, Drive Type
4X4, Mileage
15.2 kmpl",coimbatore
2016 Renault KWID RXT,"₹3.12 Lakh
Compare","51,242 kms   •   Petrol   •   Manual","Registration Year
May 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
51,242 Kms, RTO
Coimbatore, Ownership
Second Owner, Engine Displacement
799 cc, Transmission
Manual, Year of Manufacture
2016","Engine
799 cc, Power
53.3 bhp, Transmission
Manual, Mileage
25.17 kmpl, Fuel
Petrol, Length
3679mm",coimbatore
2013 Honda Amaze VX i-Vtech,"₹4.40 Lakh
Compare","98,278 kms   •   Petrol   •   Manual","Registration Year
May 2013, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
98,278 Kms, RTO
pollachi, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2013","Engine
1198 cc, Power
86.7 bhp, Transmission
Manual, Mileage
18 kmpl, Fuel
Petrol",coimbatore
2020 BMW X1 sDrive 20d xLine,"₹36.90 Lakh
Compare","41,101 kms   •   Diesel   •   Automatic","Registration Year
Feb 2021, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
41,101 Kms, RTO
Sulur, Ownership
First Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2020","Engine
1995 cc, Ground Clearance
179mm, Power
188 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
20.68 kmpl",coimbatore
2018 Mercedes-Benz C-Class Progressive C 220d,"₹28 Lakh
Compare","43,000 kms   •   Diesel   •   Automatic","Registration Year
Oct 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
43,000 Kms, RTO
Karur, Ownership
First Owner, Engine Displacement
1950 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1950 cc, Power
194 bhp, Transmission
Automatic, Top Speed
240 kmph, Drive Type
RWD, Fuel
Diesel",coimbatore
2018 Maruti Baleno RS,"₹6.29 Lakh
Compare","29,105 kms   •   Petrol   •   Manual","Registration Year
Oct 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
29,105 Kms, RTO
Chennai, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2018","Engine
998 cc, Power
100 bhp, Transmission
Manual, Mileage
21.1 kmpl, Fuel
Petrol, Length
3995mm",coimbatore
2017 Honda Brio 1.2 VX MT,"₹4.88 Lakh
Compare","24,032 kms   •   Petrol   •   Manual","Registration Year
Aug 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
24,032 Kms, RTO
New Delhi, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1198 cc, Power
86.8 bhp, Transmission
Manual, Mileage
18.5 kmpl, Fuel
Petrol, Length
3610mm",coimbatore
2015 Honda Amaze 2nd Gen VX,"₹4.45 Lakh
Compare","54,183 kms   •   Petrol   •   Manual","Registration Year
Jul 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
54,183 Kms, RTO
Chennai, Ownership
Second Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1199 cc, Power
88.50 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, Boot Space
420 Litres",coimbatore
2018 Honda Amaze VX i DTEC,"₹7.75 Lakh
Compare","58,674 kms   •   Diesel   •   Manual","Registration Year
Jan 2019, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
58,674 Kms, RTO
Sulur, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1498 cc, Power
98.6 bhp, Transmission
Manual, Mileage
25.8 kmpl, Fuel
Diesel",coimbatore
2023 Honda Elevate V,"₹12.75 Lakh
Compare","22,295 kms   •   Petrol   •   Manual","Registration Year
Oct 2023, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
22,295 Kms, RTO
Coimbatore, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2023","Engine
1498 cc, Power
119 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
15.31 kmpl, Fuel
Petrol",coimbatore
2023 Maruti Jimny Alpha,"₹13 Lakh
Compare","5,296 kms   •   Petrol   •   Manual","Registration Year
Jan 2024, Insurance
Expired, Fuel Type
Petrol, Seats
4 Seats, Kms Driven
5,296 Kms, RTO
pollachi, Ownership
First Owner, Engine Displacement
1462 cc, Transmission
Manual, Year of Manufacture
2023","Engine
1462 cc, Ground Clearance
210 mm, Power
103 bhp, Seating Capacity
4, Drive Type
4WD, Mileage
16.94 kmpl",coimbatore
2017 Maruti Wagon R AMT VXI,"₹4.37 Lakh
Compare","30,769 kms   •   Petrol   •   Automatic","Registration Year
Feb 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
30,769 Kms, RTO
New Delhi, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Automatic, Year of Manufacture
2017","Engine
998 cc, Power
67 bhp, Transmission
Automatic, Mileage
20.51 kmpl, Fuel
Petrol, Length
3599mm",coimbatore
2022 Honda City V MT,"₹10.90 Lakh
Compare","35,644 kms   •   Petrol   •   Manual","Registration Year
Feb 2023, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
35,644 Kms, RTO
Coimbatore, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1498 cc, Power
119.35 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, No. of Airbags
4",coimbatore
2014 Ford Ecosport 1.5 DV5 MT Titanium,"₹5.45 Lakh
Compare","1,25,000 kms   •   Diesel   •   Manual","Registration Year
Aug 2014, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,25,000 Kms, RTO
Sulur, Ownership
Second Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1498 cc, Ground Clearance
200mm, Power
89.84 bhp, Transmission
Manual, Drive Type
FWD, Mileage
22.7 kmpl",coimbatore
2017 BMW X3 xDrive20d xLine,"₹19.50 Lakh
Compare","94,417 kms   •   Diesel   •   Automatic","Registration Year
Jul 2017, Insurance
Third Party, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
94,417 Kms, RTO
Sulur, Ownership
Third Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2017","Engine
1995 cc, Power
190 bhp, Transmission
Automatic, Top Speed
210 kmph, Drive Type
4WD, Fuel
Diesel",coimbatore
2015 Maruti Wagon R VXI BS IV,"₹4.50 Lakh
Compare","85,233 kms   •   Petrol   •   Manual","Registration Year
Jan 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
85,233 Kms, RTO
Coimbatore, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2015","Engine
998 cc, Power
67.04 bhp, Transmission
Manual, Mileage
20.51 kmpl, Fuel
Petrol, Length
3599mm",coimbatore
2017 Toyota Fortuner 2.8 4WD AT BSIV,"₹31.50 Lakh
Compare","67,109 kms   •   Diesel   •   Automatic","Registration Year
Jan 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
67,109 Kms, RTO
Thanjavur, Ownership
First Owner, Engine Displacement
2755 cc, Transmission
Automatic, Year of Manufacture
2017","Engine
2755 cc, Ground Clearance
220mm, Power
174.5 bhp, Seating Capacity
7, Drive Type
4WD, Mileage
15.04 kmpl",coimbatore
2021 Maruti S-Presso VXI Plus 2019-2022,"₹4.48 Lakh
Compare","24,574 kms   •   Petrol   •   Manual","Registration Year
Jan 2022, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
24,574 Kms, RTO
hosur, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2021","Engine
998 cc, Power
65.71 bhp, Transmission
Manual, Mileage
21.7 kmpl, Fuel
Petrol, No. of Airbags
2",coimbatore
2019 Datsun GO T Option Petrol,"₹3.64 Lakh
Compare","39,358 kms   •   Petrol   •   Manual","Registration Year
Aug 2019, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
39,358 Kms, RTO
Tiruppur, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2019","Engine
1198 cc, Power
67 bhp, Transmission
Manual, Mileage
19.83 kmpl, Fuel
Petrol, No. of Airbags
2",coimbatore
2015 Honda Amaze S i-Vtech,"₹4.39 Lakh
Compare","56,808 kms   •   Petrol   •   Manual","Registration Year
Feb 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
56,808 Kms, RTO
Coimbatore, Ownership
Second Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1198 cc, Power
86.7 bhp, Transmission
Manual, Mileage
18 kmpl, Fuel
Petrol",coimbatore
2021 BMW X1 sDrive20d xLine,"₹32.90 Lakh
Compare","39,561 kms   •   Diesel   •   Automatic","Registration Year
Jan 2022, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
39,561 Kms, RTO
Pondicherry, Ownership
First Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2021","Engine
1995 cc, Power
187.74 bhp, Seating Capacity
5, Mileage
19.62 kmpl, Fuel
Diesel, No. of Airbags
6",coimbatore
2015 Mahindra Xylo H8,"₹7.25 Lakh
Compare","1,38,683 kms   •   Diesel   •   Manual","Registration Year
Feb 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
8 Seats, Kms Driven
1,38,683 Kms, RTO
Coimbatore, Ownership
First Owner, Engine Displacement
2179 cc, Transmission
Manual, Year of Manufacture
2015","Engine
2179 cc, Power
118.3 bhp, Mileage
14.02 kmpl, Seating Capacity
8, Transmission
Manual, Fuel
Diesel",coimbatore
2015 Hyundai Xcent 1.2 Kappa AT SX Option,"₹4.73 Lakh
Compare","89,965 kms   •   Petrol   •   Automatic","Registration Year
Apr 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
89,965 Kms, RTO
hosur, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2015","Engine
1197 cc, Power
82 bhp, Transmission
Automatic, Mileage
16.9 kmpl, Fuel
Petrol",coimbatore
