Used_Car_Name,Price,KM_Driven,Overview,Specification,location
2016 Renault Duster 110PS Diesel RXZ Option,"₹6.40 Lakh
Compare","75,000 kms   •   Diesel   •   Manual","Registration Year
Aug 2016, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
75,000 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
1461 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1461 cc, Ground Clearance
205mm, Power
108.45 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
19.64 kmpl",pune
2011 Maruti Ritz ZXI,"₹2.75 Lakh
Compare","64,480 kms   •   Petrol   •   Manual","Registration Year
Sept 2011, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
64,480 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2011","Engine
1197 cc, Power
85.80 bhp, Transmission
Manual, Mileage
21.1 kmpl, Fuel
Petrol, Length
3715mm",pune
2017 Renault KWID 1.0 RXT,"₹3 Lakh
Compare","40,900 kms   •   Petrol   •   Manual","Registration Year
Nov 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
40,900 Kms, RTO
vasai, Ownership
First Owner, Engine Displacement
999 cc, Transmission
Manual, Year of Manufacture
2017","Engine
999 cc, Power
67 bhp, Transmission
Manual, Mileage
23.01 kmpl, Fuel
Petrol, No. of Airbags
1",pune
2016 Maruti Wagon R LXI CNG,"₹3.75 Lakh
Compare","66,000 kms   •   CNG   •   Manual","Registration Year
Mar 2016, Insurance
Expired, Fuel Type
CNG, Seats
5 Seats, Kms Driven
66,000 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2016","Engine
998 cc, Power
58.16 bhp, Transmission
Manual, Mileage
26.6 km/kg, Fuel
CNG, Length
3599mm",pune
2022 Maruti Brezza Zxi AT,"₹8.50 Lakh
Compare","50,150 kms   •   Petrol   •   Automatic","Registration Year
Apr 2022, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
50,150 Kms, RTO
Mumbai, Ownership
First Owner, Engine Displacement
1462 cc, Transmission
Automatic, Year of Manufacture
2022","Engine
1462 cc, Ground Clearance
198 mm, Power
101.64 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
19.8 kmpl",pune
2013 Hyundai i10 Sportz AT,"₹2.85 Lakh
Compare","85,000 kms   •   Petrol   •   Automatic","Registration Year
Mar 2013, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
85,000 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2013","Engine
1197 cc, Power
78.9 bhp, Transmission
Automatic, Mileage
16.95 kmpl, Fuel
Petrol, Length
3585mm",pune
2010 Hyundai Accent Executive,"₹1.80 Lakh
Compare","76,000 kms   •   Petrol   •   Manual","Registration Year
Jul 2010, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
76,000 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
1495 cc, Transmission
Manual, Year of Manufacture
2010","Engine
1495 cc, Power
93.7 bhp, Transmission
Manual, Mileage
16.36 kmpl, Fuel
Petrol",pune
2018 Tata Nexon 1.2 Revotron XMA,"₹6.65 Lakh
Compare","68,758 kms   •   Petrol   •   Automatic","Registration Year
Aug 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
68,758 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1198 cc, Power
108.5 bhp, Transmission
Automatic, Drive Type
FWD, Mileage
17 kmpl, Fuel
Petrol",pune
2011 Volkswagen Polo Petrol Comfortline 1.2L,"₹2.40 Lakh
Compare","70,400 kms   •   Petrol   •   Manual","Registration Year
Dec 2011, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
70,400 Kms, RTO
Navi Mumbai, Ownership
Second Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2011","Engine
1198 cc, Power
73.9 bhp, Transmission
Manual, Mileage
16.47 kmpl, Fuel
Petrol, Length
3970mm",pune
2015 Honda Jazz 1.2 V AT i VTEC,"₹5.75 Lakh
Compare","20,000 kms   •   Petrol   •   Automatic","Registration Year
Jan 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
20,000 Kms, RTO
Mumbai, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Automatic, Year of Manufacture
2015","Engine
1199 cc, Power
88.7 bhp, Transmission
Automatic, Mileage
19 kmpl, Fuel
Petrol, Length
3955mm",pune
2015 Hyundai Creta 1.6 VTVT SX Plus,"₹7.25 Lakh
Compare","69,000 kms   •   Petrol   •   Manual",Not Available,Not Available,pune
2018 Maruti Vitara Brezza VDi AMT,"₹7.85 Lakh
Compare","74,000 kms   •   Diesel   •   Automatic","Registration Year
Oct 2018, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
74,000 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1248 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1248 cc, Ground Clearance
198mm, Power
88.5 bhp, Transmission
Automatic, Drive Type
FWD, Mileage
24.3 kmpl",pune
2021 Maruti Ertiga CNG VXI,"₹11 Lakh
Compare","47,933 kms   •   CNG   •   Manual",Not Available,Not Available,pune
2017 Maruti Ciaz ZXi,"₹4.69 Lakh
Compare","61,674 kms   •   Petrol   •   Manual","Registration Year
Mar 2017, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
61,674 Kms, RTO
Mumbai, Ownership
Second Owner, Engine Displacement
1373 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1373 cc, Power
91.1 bhp, Transmission
Manual, Mileage
20.73 kmpl, Fuel
Petrol",pune
2011 Hyundai i20 Sportz Petrol,"₹2.56 Lakh
Compare","84,232 kms   •   Petrol   •   Manual","Registration Year
Apr 2011, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
84,232 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2011","Engine
1197 cc, Transmission
Manual, Mileage
17 kmpl, Fuel
Petrol, Length
3940 mm",pune
2017 Hyundai Creta 1.6 VTVT AT SX Plus,"₹8.07 Lakh
Compare","60,430 kms   •   Petrol   •   Automatic",Not Available,Not Available,pune
2011 Hyundai EON Sportz,"₹1.99 Lakh
Compare","63,000 kms   •   Petrol   •   Manual","Registration Year
Jan 2012, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
63,000 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
814 cc, Transmission
Manual, Year of Manufacture
2011","Engine
814 cc, Power
55.2 bhp, Transmission
Manual, Mileage
21.1 kmpl, Fuel
Petrol, Length
3495mm",pune
2018 Hyundai Creta 1.6 E Plus,"₹8.25 Lakh
Compare","54,000 kms   •   Petrol   •   Manual","Registration Year
Jul 2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
54,000 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1591 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1591 cc, Power
121.3 bhp, Transmission
Manual, Drive Type
FWD, Mileage
15.8 kmpl, Fuel
Petrol",pune
2022 MG Astor Sharp BSVI,"₹13.50 Lakh
Compare","29,600 kms   •   Petrol   •   Manual",Not Available,Not Available,pune
2015 Maruti Alto K10 VXI AMT,"₹2.95 Lakh
Compare","85,000 kms   •   Petrol   •   Automatic",Not Available,Not Available,pune
2010 Hyundai i10 Magna 1.1,"₹2.10 Lakh
Compare","21,597 kms   •   Petrol   •   Manual","Registration Year
Feb 2010, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
21,597 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1086 cc, Transmission
Manual, Year of Manufacture
2010","Engine
1086 cc, Power
68.05 bhp, Transmission
Manual, Mileage
19.81 kmpl, Fuel
Petrol, Length
3585mm",pune
2018 Tata Nexon 1.2 Revotron XZA Plus,"₹6.99 Lakh
Compare","60,000 kms   •   Petrol   •   Automatic","Registration Year
Jul 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
60,000 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1198 cc, Power
108.5 bhp, Transmission
Automatic, Drive Type
FWD, Mileage
17 kmpl, Fuel
Petrol",pune
2018 Datsun RediGO AMT 1.0 S,"₹3.17 Lakh
Compare","13,360 kms   •   Petrol   •   Automatic","Registration Year
Oct 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
13,360 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
999 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
999 cc, Power
67 bhp, Transmission
Automatic, Mileage
23 kmpl, Fuel
Petrol, No. of Airbags
1",pune
2011 Hyundai Santro Xing GLS,"₹1.68 Lakh
Compare","94,674 kms   •   Petrol   •   Manual",Not Available,Not Available,pune
2019 Hyundai i20 Sportz Plus CVT BSIV,"₹7 Lakh
Compare","32,120 kms   •   Petrol   •   Automatic","Registration Year
Jul 2019, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
32,120 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2019","Engine
1197 cc, Power
81.86 bhp, Transmission
Automatic, Mileage
17.4 kmpl, Fuel
Petrol, No. of Airbags
2",pune
2012 Hyundai Verna 1.4 EX,"₹3.80 Lakh
Compare","97,000 kms   •   Diesel   •   Manual","Registration Year
Jun 2012, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
97,000 Kms, RTO
Pimpri chinchwad, Ownership
First Owner, Engine Displacement
1396 cc, Transmission
Manual, Year of Manufacture
2012","Engine
1396 cc, Power
88.7 bhp, Transmission
Manual, Mileage
23.5 kmpl, Fuel
Diesel",pune
2018 Toyota Innova Crysta 2.4 G MT 8S BSIV,"₹16.57 Lakh
Compare","1,13,217 kms   •   Diesel   •   Manual","Registration Year
Jan 2019, Insurance
Comprehensive, Fuel Type
Diesel, Seats
8 Seats, Kms Driven
1,13,217 Kms, RTO
Pimpri chinchwad, Ownership
First Owner, Engine Displacement
2393 cc, Transmission
Manual, Year of Manufacture
2018","Engine
2393 cc, Power
147.8 bhp, Seating Capacity
7, Transmission
Manual, Fuel
Diesel",pune
2016 Maruti Alto K10 VXI,"₹2.60 Lakh
Compare","84,000 kms   •   Petrol   •   Manual","Registration Year
May 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
84,000 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2016","Engine
998 cc, Power
67.05 bhp, Transmission
Manual, Mileage
23.95 kmpl, Fuel
Petrol, No. of Airbags
1",pune
2011 Maruti Wagon R LXI BS IV,"₹2.65 Lakh
Compare","87,500 kms   •   Petrol   •   Manual","Registration Year
Mar 2011, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
87,500 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2011","Engine
998 cc, Power
67.1 bhp, Transmission
Manual, Mileage
18.9 kmpl, Fuel
Petrol, Length
3595mm",pune
2014 Volkswagen Polo 1.2 MPI Highline,"₹3.75 Lakh
Compare","67,200 kms   •   Petrol   •   Manual","Registration Year
Sept 2014, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
67,200 Kms, RTO
Mumbai, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1198 cc, Power
74 bhp, Transmission
Manual, Mileage
16.47 kmpl, Fuel
Petrol, Length
3971mm",pune
2017 Ford Ecosport 1.5 Diesel Titanium BSIV,"₹7.80 Lakh
Compare","67,000 kms   •   Diesel   •   Manual","Registration Year
Jun 2017, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
67,000 Kms, RTO
Pimpri chinchwad, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1498 cc, Ground Clearance
200mm, Power
98.96 bhp, Transmission
Manual, Drive Type
FWD, Mileage
23 kmpl",pune
2019 Tata Tiago 1.2 Revotron XZ,"₹4.75 Lakh
Compare","43,000 kms   •   Petrol   •   Manual","Registration Year
Oct 2019, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
43,000 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2019","Engine
1199 cc, Power
84 bhp, Transmission
Manual, Mileage
23.84 kmpl, Fuel
Petrol, Length
3746mm",pune
2013 BMW 5 Series 520d Luxury Line,"₹13.50 Lakh
Compare","75,560 kms   •   Diesel   •   Automatic","Registration Year
Sept 2013, Insurance
Third Party, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
75,560 Kms, RTO
Thane, Ownership
Second Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2013","Engine
1995 cc, Power
190 bhp, Transmission
Automatic, Top Speed
231 kmph, Drive Type
RWD, Fuel
Diesel",pune
2012 Hyundai i10 Magna,"₹2.65 Lakh
Compare","80,000 kms   •   Petrol   •   Manual","Registration Year
Jul 2012, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
80,000 Kms, RTO
Pimpri chinchwad, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2012","Engine
1197 cc, Power
78.9 bhp, Transmission
Manual, Mileage
20.36 kmpl, Fuel
Petrol, Length
3585mm",pune
2015 Tata Safari Storme VX,"₹5.95 Lakh
Compare","1,20,000 kms   •   Diesel   •   Manual","Registration Year
Oct 2015, Insurance
Expired, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
1,20,000 Kms, RTO
Pune, Ownership
Second Owner, Engine Displacement
2179 cc, Transmission
Manual, Year of Manufacture
2015","Engine
2179 cc, Ground Clearance
200mm, Power
148 bhp, Seating Capacity
7, Drive Type
RWD, Mileage
14.1 kmpl",pune
2015 Jaguar XF 3.0 Litre S Premium Luxury,"₹15.25 Lakh
Compare","44,555 kms   •   Diesel   •   Automatic","Registration Year
Sept 2015, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
44,555 Kms, RTO
Mumbai, Ownership
Third Owner, Engine Displacement
2993 cc, Transmission
Automatic, Year of Manufacture
2015","Engine
2993 cc, Power
270.9 bhp, Transmission
Automatic, Top Speed
250 kmph, Drive Type
RWD, Fuel
Diesel",pune
2013 Maruti Alto 800 CNG LXI,"₹2.45 Lakh
Compare","69,000 kms   •   CNG   •   Manual",Not Available,Not Available,pune
2016 Hyundai Verna 1.6 VTVT SX,"₹6.50 Lakh
Compare","45,981 kms   •   Petrol   •   Manual","Registration Year
Dec 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
45,981 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1591 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1591 cc, Power
121.3 bhp, Transmission
Manual, Mileage
17.01 kmpl, Fuel
Petrol",pune
2021 Kia Seltos GTX Plus DCT,"₹14.43 Lakh
Compare","44,724 kms   •   Petrol   •   Automatic","Registration Year
Jun 2021, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
44,724 Kms, RTO
Nashik, Ownership
First Owner, Engine Displacement
1353 cc, Transmission
Automatic, Year of Manufacture
2021","Engine
1353 cc, Power
138.08 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
16.5 kmpl, Fuel
Petrol",pune
2014 Hyundai Verna 1.6 SX,"₹4.50 Lakh
Compare","78,108 kms   •   Diesel   •   Manual","Registration Year
Jul 2014, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
78,108 Kms, RTO
Pimpri chinchwad, Ownership
Second Owner, Engine Displacement
1582 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1582 cc, Power
126.32 bhp, Transmission
Manual, Mileage
22.32 kmpl, Fuel
Diesel",pune
2018 Hyundai Verna VTVT 1.6 SX Option,"₹6.37 Lakh
Compare","84,594 kms   •   Petrol   •   Manual","Registration Year
May 2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
84,594 Kms, RTO
Mumbai, Ownership
Second Owner, Engine Displacement
1591 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1591 cc, Power
121.3 bhp, Transmission
Manual, Mileage
17 kmpl, Fuel
Petrol, No. of Airbags
6",pune
2020 Maruti Vitara Brezza VXI,"₹8.50 Lakh
Compare","62,575 kms   •   Petrol   •   Manual","Registration Year
Oct 2020, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
62,575 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1462 cc, Transmission
Manual, Year of Manufacture
2020","Engine
1462 cc, Power
103.26 bhp, Transmission
Manual, Drive Type
FWD, Mileage
17.03 kmpl, Fuel
Petrol",pune
2021 Mahindra Thar LX 4WD Hard Top Diesel BSVI,"₹14 Lakh
Compare","80,000 kms   •   Diesel   •   Manual","Registration Year
Apr 2021, Insurance
Expired, Fuel Type
Diesel, Seats
4 Seats, Kms Driven
80,000 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
2184 cc, Transmission
Manual, Year of Manufacture
2021","Engine
2184 cc, Ground Clearance
226mm, Power
130 bhp, Seating Capacity
4, Drive Type
4X4, Mileage
15.2 kmpl",pune
2023 Maruti Jimny Alpha AT,"₹14.75 Lakh
Compare","3,600 kms   •   Petrol   •   Automatic","Registration Year
Jul 2023, Insurance
Expired, Fuel Type
Petrol, Seats
4 Seats, Kms Driven
3,600 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1462 cc, Transmission
Automatic, Year of Manufacture
2023","Engine
1462 cc, Ground Clearance
210 mm, Power
103 bhp, Seating Capacity
4, Drive Type
4WD, Mileage
16.39 kmpl",pune
2019 Renault KWID Climber 1.0 MT,"₹2.87 Lakh
Compare","32,645 kms   •   Petrol   •   Manual","Registration Year
Jul 2019, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
32,645 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
999 cc, Transmission
Manual, Year of Manufacture
2019","Engine
999 cc, Power
67 bhp, Transmission
Manual, Mileage
23.01 kmpl, Fuel
Petrol, No. of Airbags
1",pune
2016 Ford Figo 1.5 Sports Edition MT,"₹4.09 Lakh
Compare","89,000 kms   •   Diesel   •   Manual","Registration Year
Apr 2016, Insurance
Third Party, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
89,000 Kms, RTO
Solapur, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1498 cc, Power
99 bhp, Transmission
Manual, Mileage
24.29 kmpl, Fuel
Diesel, Length
3886mm",pune
2021 Kia Seltos HTX Plus Diesel,"₹14.80 Lakh
Compare","74,000 kms   •   Diesel   •   Manual","Registration Year
Mar 2021, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
74,000 Kms, RTO
Pune, Ownership
First Owner, Engine Displacement
1493 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1493 cc, Power
113.43 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
20.8 kmpl, Fuel
Diesel",pune
2017 Renault KWID 1.0 RXT 02 Anniversary Edition,"₹2.42 Lakh
Compare","16,095 kms   •   Petrol   •   Manual","Registration Year
Nov 2017, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
16,095 Kms, RTO
Thane, Ownership
Second Owner, Engine Displacement
999 cc, Transmission
Manual, Year of Manufacture
2017","Engine
999 cc, Power
67 bhp, Transmission
Manual, Mileage
23.01 kmpl, Fuel
Petrol, Length
3679mm",pune
2017 Maruti Swift Dzire VXI 1.2,"₹5.45 Lakh
Compare","19,000 kms   •   Petrol   •   Manual","Registration Year
Sept 2017, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
19,000 Kms, RTO
Pimpri chinchwad, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
21.21 kmpl, Fuel
Petrol, No. of Airbags
2",pune
