Used_Car_Name,Price,KM_Driven,Overview,Specification,location
2023 Maruti Baleno Zeta Diesel,"₹7.83 Lakh
Compare","23,089 kms   •   Diesel   •   Manual","Registration Year
Jul 2023, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
23,089 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2023, Engine Start/Stop Button, Automatic Climate Control, Engine
1248 cc, Power
74 bhp, Transmission
Manual, Mileage
27.39 kmpl, Fuel
Diesel, No. of Airbags
2","Engine
1248 cc, Power
74 bhp, Transmission
Manual, Mileage
27.39 kmpl, Fuel
Diesel, No. of Airbags
2",ahmedabad
2018 Maruti Swift AMT ZXI,"₹6.04 Lakh
Compare","28,528 kms   •   Petrol   •   Automatic","Registration Year
Jun 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
28,528 Kms, RTO
Vadodara, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1197 cc, Power
81.80 bhp, Transmission
Automatic, Mileage
21.21 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2018 Maruti Baleno RS Petrol,"₹5.85 Lakh
Compare","27,374 kms   •   Petrol   •   Manual","Registration Year
Nov 2019, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
27,374 Kms, RTO
Gandhinagar, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2018","Engine
998 cc, Power
100.5 bhp, Transmission
Manual, Mileage
21.1 kmpl, Fuel
Petrol, Length
3995mm",ahmedabad
2018 Maruti Baleno Alpha Diesel,"₹5.62 Lakh
Compare","54,844 kms   •   Diesel   •   Manual",Not Available,Not Available,ahmedabad
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.25 Lakh
Compare","42,861 kms   •   Petrol   •   Manual","Registration Year
Dec 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
42,861 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1197 cc, Power
81.86 bhp, Transmission
Manual, Mileage
18.9 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2012 Honda Brio S MT,"₹2.35 Lakh
Compare","66,000 kms   •   Petrol   •   Manual","Registration Year
Jul 2012, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
66,000 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2012","Engine
1198 cc, Power
86.8 bhp, Transmission
Manual, Mileage
19.4 kmpl, Fuel
Petrol, Length
3610mm",ahmedabad
2015 Datsun GO T,"₹2.08 Lakh
Compare","84,803 kms   •   Petrol   •   Manual","Registration Year
May 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
84,803 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1198 cc, Power
67.05 bhp, Transmission
Manual, Mileage
19.02 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2023 Mercedes-Benz A-Class Limousine A 200d BSVI,"₹42 Lakh
Compare","16,000 kms   •   Diesel   •   Automatic","Registration Year
Jan 2024, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
16,000 Kms, RTO
Sabarkantha, Ownership
First Owner, Engine Displacement
1950 cc, Transmission
Automatic, Year of Manufacture
2023","Engine
1950 cc, Power
147.51 bhp, Transmission
Automatic, Top Speed
227 kmph, Fuel
Diesel, Seating Capacity
5",ahmedabad
2014 Maruti Swift Dzire VXI,"₹3.98 Lakh
Compare","73,391 kms   •   Petrol   •   Manual",Not Available,Not Available,ahmedabad
2016 Maruti Swift VXI,"₹4.75 Lakh
Compare","20,000 kms   •   Petrol   •   Manual","Registration Year
Dec 2016, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
20,000 Kms, RTO
Ahmedabad, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
21.21 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2018 Hyundai EON Era Plus,"₹3.08 Lakh
Compare","37,248 kms   •   Petrol   •   Manual","Registration Year
Apr 2019, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
37,248 Kms, RTO
Kheda, Ownership
First Owner, Engine Displacement
814 cc, Transmission
Manual, Year of Manufacture
2018","Engine
814 cc, Power
55.2 bhp, Transmission
Manual, Mileage
21.1 kmpl, Fuel
Petrol, Length
3495mm",ahmedabad
2017 Maruti Alto 800 LXi,"₹2.79 Lakh
Compare","59,364 kms   •   Petrol   •   Manual","Registration Year
Jan 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
59,364 Kms, RTO
Sabarkantha, Ownership
First Owner, Engine Displacement
796 cc, Transmission
Manual, Year of Manufacture
2017, Air Conditioner, Bluetooth Connectivity, Engine
796 cc, Power
46.3 bhp, Transmission
Manual, Mileage
19.7 kmpl, Fuel
Petrol, Length
3495mm","Engine
796 cc, Power
46.3 bhp, Transmission
Manual, Mileage
19.7 kmpl, Fuel
Petrol, Length
3495mm",ahmedabad
2017 Honda WR-V i-VTEC S,"₹4.95 Lakh
Compare","67,000 kms   •   Petrol   •   Manual","Registration Year
Aug 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
67,000 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1199 cc, Ground Clearance
188mm, Power
88.7 bhp, Transmission
Manual, Drive Type
FWD, Mileage
17.5 kmpl",ahmedabad
2017 Maruti Alto 800 LXi,"₹2.78 Lakh
Compare","62,163 kms   •   Petrol   •   Manual","Registration Year
Oct 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
62,163 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
796 cc, Transmission
Manual, Year of Manufacture
2017, Air Conditioner, Bluetooth Connectivity, Engine
796 cc, Power
46.3 bhp, Transmission
Manual, Mileage
19.7 kmpl, Fuel
Petrol, Length
3495mm","Engine
796 cc, Power
46.3 bhp, Transmission
Manual, Mileage
19.7 kmpl, Fuel
Petrol, Length
3495mm",ahmedabad
2020 Hyundai Aura S Diesel,"₹5.78 Lakh
Compare","46,613 kms   •   Diesel   •   Manual","Registration Year
Jul 2020, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
46,613 Kms, RTO
Surat, Ownership
First Owner, Engine Displacement
1186 cc, Transmission
Manual, Year of Manufacture
2020","Engine
1186 cc, Power
73.97 bhp, Transmission
Manual, Mileage
25.35 kmpl, Fuel
Diesel, No. of Airbags
2",ahmedabad
2017 Hyundai i20 1.2 Asta Dual Tone,"₹5.90 Lakh
Compare","48,975 kms   •   Petrol   •   Manual","Registration Year
Jun 2017, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
48,975 Kms, RTO
Vadodara, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1197 cc, Power
81.83 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, Length
3985mm",ahmedabad
2023 Tata Nexon XZ Plus Dark Edition,"₹10.07 Lakh
Compare","25,891 kms   •   Petrol   •   Manual","Registration Year
Sept 2023, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
25,891 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2023","Engine
1199 cc, Ground Clearance
209, Power
118.35 bhp, Transmission
Manual, Mileage
17.33 kmpl, Fuel
Petrol, Global NCAP Safety Rating
5 Star",ahmedabad
2022 Honda Amaze VX i-VTEC,"₹7.19 Lakh
Compare","23,708 kms   •   Petrol   •   Manual","Registration Year
Nov 2022, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
23,708 Kms, RTO
Rajkot, Ownership
Second Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1198 cc, Power
86.7 bhp, Transmission
Manual, Mileage
17.8 kmpl, Fuel
Petrol",ahmedabad
2014 Maruti Alto 800 LXi,"₹2.16 Lakh
Compare","1,03,963 kms   •   Petrol   •   Manual","Registration Year
Nov 2014, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,03,963 Kms, RTO
Vadodara, Ownership
First Owner, Engine Displacement
796 cc, Transmission
Manual, Year of Manufacture
2014","Engine
796 cc, Power
46.3 bhp, Transmission
Manual, Mileage
19.7 kmpl, Fuel
Petrol, Length
3495mm",ahmedabad
2013 Honda Amaze S i-Dtech,"₹3.30 Lakh
Compare","70,000 kms   •   Diesel   •   Manual","Registration Year
Oct 2013, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
70,000 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2013","Engine
1498 cc, Power
98.6 bhp, Transmission
Manual, Mileage
25.8 kmpl, Fuel
Diesel",ahmedabad
2020 Hyundai Venue SX,"₹9.23 Lakh
Compare","27,337 kms   •   Petrol   •   Manual","Registration Year
Sept 2020, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
27,337 Kms, RTO
Junagadh, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2020","Engine
1197 cc, Power
82 bhp, Transmission
Manual, Drive Type
FWD, Mileage
20.36 kmpl, Fuel
Petrol, Global NCAP Safety Rating
4 Star",ahmedabad
2021 Hyundai Grand i10 Nios AMT Sportz,"₹5.95 Lakh
Compare","69,000 kms   •   Petrol   •   Automatic","Registration Year
Jun 2021, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
69,000 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2021","Engine
1197 cc, Power
81.86 bhp, Transmission
Automatic, Mileage
20.7 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2018 Maruti Baleno 1.2 CVT Delta,"₹5 Lakh
Compare","60,000 kms   •   Petrol   •   Automatic","Registration Year
Sept 2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
60,000 Kms, RTO
Ahmedabad, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1197 cc, Power
83.1 bhp, Transmission
Automatic, Mileage
21.4 kmpl, Fuel
Petrol, Length
3995mm",ahmedabad
2010 Hyundai i20 1.2 Magna,"₹3 Lakh
Compare","90,000 kms   •   Petrol   •   Manual","Registration Year
Dec 2010, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
90,000 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2010","Engine
1197 cc, Transmission
Manual, Mileage
18.5 kmpl, Fuel
Petrol, Length
3940 mm",ahmedabad
2024 Hyundai Verna SX Opt Turbo DCT,"₹17.25 Lakh
Compare","15,000 kms   •   Petrol   •   Automatic","Registration Year
Apr 2024, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
15,000 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1482 cc, Transmission
Automatic, Year of Manufacture
2024","Engine
1482 cc, Power
157.57 bhp, Transmission
Automatic, Mileage
20.6 kmpl, Fuel
Petrol, Boot Space
528 Litres",ahmedabad
2021 Honda Jazz V CVT,"₹7.25 Lakh
Compare","31,000 kms   •   Petrol   •   Automatic","Registration Year
Mar 2021, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
31,000 Kms, RTO
Vadodara, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Automatic, Year of Manufacture
2021","Engine
1199 cc, Power
88.50 bhp, Transmission
Automatic, Mileage
17.1 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2019 Hyundai Venue SX Turbo,"₹6.92 Lakh
Compare","1,07,817 kms   •   Petrol   •   Manual","Registration Year
Oct 2019, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,07,817 Kms, RTO
Vadodara, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2019","Engine
998 cc, Power
118.35 bhp, Transmission
Manual, Drive Type
FWD, Mileage
18.27 kmpl, Fuel
Petrol",ahmedabad
2018 Renault KWID 1.0 AMT RXT,"₹3.07 Lakh
Compare","64,462 kms   •   Petrol   •   Automatic","Registration Year
Jun 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
64,462 Kms, RTO
Gandhinagar, Ownership
First Owner, Engine Displacement
999 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
999 cc, Power
67 bhp, Transmission
Automatic, Mileage
24.04 kmpl, Fuel
Petrol, No. of Airbags
1",ahmedabad
2016 Honda Amaze VX i-VTEC,"₹5.13 Lakh
Compare","43,926 kms   •   Petrol   •   Manual",Not Available,Not Available,ahmedabad
2014 Hyundai Grand i10 1.2 Kappa Asta,"₹3.75 Lakh
Compare","69,067 kms   •   Petrol   •   Manual","Registration Year
Oct 2014, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
69,067 Kms, RTO
Ahmedabad, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1197 cc, Power
81.86 bhp, Transmission
Manual, Mileage
18.9 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2017 Maruti Swift Dzire VXI,"₹4.60 Lakh
Compare","94,606 kms   •   Petrol   •   Manual","Registration Year
Feb 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
94,606 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1197 cc, Power
83.14 bhp, Transmission
Manual, Mileage
20.85 kmpl, Fuel
Petrol",ahmedabad
2012 Hyundai Verna 1.6 CRDi SX Opt,"₹4.32 Lakh
Compare","83,355 kms   •   Diesel   •   Manual","Registration Year
Dec 2012, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
83,355 Kms, RTO
Ahmedabad, Ownership
Third Owner, Engine Displacement
1582 cc, Transmission
Manual, Year of Manufacture
2012","Engine
1582 cc, Power
126.32 bhp, Transmission
Manual, Mileage
23.9 kmpl, Fuel
Diesel",ahmedabad
2018 Maruti Baleno Delta Diesel,"₹5.76 Lakh
Compare","39,495 kms   •   Diesel   •   Manual","Registration Year
May 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
39,495 Kms, RTO
Bhavnagar, Ownership
First Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1248 cc, Power
74 bhp, Transmission
Manual, Mileage
27.39 kmpl, Fuel
Diesel, No. of Airbags
2",ahmedabad
2022 Renault KWID 1.0 AMT RXT,"₹4.60 Lakh
Compare","28,115 kms   •   Petrol   •   Automatic","Registration Year
Jun 2022, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
28,115 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
999 cc, Transmission
Automatic, Year of Manufacture
2022","Engine
999 cc, Power
67 bhp, Transmission
Automatic, Mileage
24.04 kmpl, Fuel
Petrol, No. of Airbags
1",ahmedabad
2015 Hyundai EON Magna,"₹2.41 Lakh
Compare","64,099 kms   •   Petrol   •   Manual","Registration Year
Sept 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
64,099 Kms, RTO
Junagadh, Ownership
Second Owner, Engine Displacement
814 cc, Transmission
Manual, Year of Manufacture
2015","Engine
814 cc, Transmission
Manual, Mileage
22 kmpl, Fuel
Petrol, Length
3495 mm",ahmedabad
2021 MG Hector Plus Sharp CVT,"₹11.13 Lakh
Compare","66,247 kms   •   Petrol   •   Automatic","Registration Year
Mar 2021, Insurance
Comprehensive, Fuel Type
Petrol, Seats
6 Seats, Kms Driven
66,247 Kms, RTO
Ahmedabad, Ownership
Second Owner, Engine Displacement
1451 cc, Transmission
Automatic, Year of Manufacture
2021","Engine
1451 cc, Power
141 bhp, Seating Capacity
6, Mileage
16.56 kmpl, Fuel
Petrol, No. of Airbags
6",ahmedabad
2022 Maruti Grand Vitara Alpha Plus Hybrid CVT,"₹15.77 Lakh
Compare","49,069 kms   •   Petrol   •   Automatic","Registration Year
Feb 2023, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
49,069 Kms, RTO
Surendranagar, Ownership
First Owner, Engine Displacement
1490 cc, Transmission
Automatic, Year of Manufacture
2022","Engine
1490 cc, Ground Clearance
210 mm, Power
91.18 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
27.97 kmpl",ahmedabad
2015 Hyundai EON Sportz,"₹2.80 Lakh
Compare","85,804 kms   •   Petrol   •   Manual","Registration Year
Feb 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
85,804 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
814 cc, Transmission
Manual, Year of Manufacture
2015","Engine
814 cc, Power
55.2 bhp, Transmission
Manual, Mileage
21.1 kmpl, Fuel
Petrol, Length
3495mm",ahmedabad
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.50 Lakh
Compare","76,987 kms   •   Petrol   •   Manual","Registration Year
Jan 2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
76,987 Kms, RTO
Gandhinagar, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1197 cc, Power
81.86 bhp, Transmission
Manual, Mileage
18.9 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2018 Maruti Wagon R VXI CNG,"₹4.04 Lakh
Compare","66,100 kms   •   CNG   •   Manual","Registration Year
May 2018, Insurance
Comprehensive, Fuel Type
CNG, Seats
5 Seats, Kms Driven
66,100 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2018","Engine
998 cc, Power
55.92 bhp, Transmission
Manual, Mileage
34.05 km/kg, Fuel
CNG, No. of Airbags
2",ahmedabad
2018 Maruti Ignis 1.2 Zeta BSIV,"₹3.97 Lakh
Compare","55,570 kms   •   Petrol   •   Manual","Registration Year
May 2018, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
55,570 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
20.89 kmpl, Fuel
Petrol, No. of Airbags
2",ahmedabad
2011 Hyundai i20 Sportz Petrol,"₹2.25 Lakh
Compare","91,960 kms   •   Petrol   •   Manual","Registration Year
Oct 2011, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
91,960 Kms, RTO
Vadodara, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2011","Engine
1197 cc, Transmission
Manual, Mileage
17 kmpl, Fuel
Petrol, Length
3940 mm",ahmedabad
2014 Skoda Rapid 1.5 TDI AT Ambition,"₹5.90 Lakh
Compare","89,000 kms   •   Diesel   •   Automatic",Not Available,Not Available,ahmedabad
2020 Maruti Wagon R VXI,"₹4.20 Lakh
Compare","39,871 kms   •   Petrol   •   Manual",Not Available,Not Available,ahmedabad
2018 Maruti Baleno 1.2 Zeta,"₹5.16 Lakh
Compare","25,287 kms   •   Petrol   •   Manual","Registration Year
Apr 2018, Insurance
Zero Dep, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
25,287 Kms, RTO
Ahmedabad, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1197 cc, Power
83.1 bhp, Transmission
Manual, Mileage
21.4 kmpl, Fuel
Petrol, Length
3995mm",ahmedabad
2017 Maruti Swift Dzire VDI,"₹4.47 Lakh
Compare","80,842 kms   •   Diesel   •   Manual","Registration Year
Mar 2017, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
80,842 Kms, RTO
Ahmedabad, Ownership
Third Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1248 cc, Power
74 bhp, Transmission
Manual, Mileage
26.59 kmpl, Fuel
Diesel",ahmedabad
