Used_Car_Name,Price,KM_Driven,Overview,Specification,location
2019 Nissan Kicks XV Premium Option D Dual Tone,"₹8 Lakh
Compare","50,000 kms   •   Diesel   •   Manual",Not Available,Not Available,hyderabad
2015 Hyundai i20 1.2 Anniversary Edition,"₹4.95 Lakh
Compare","1,00,000 kms   •   Petrol   •   Manual","Registration Year
2015, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,00,000 Kms, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2015, Rear AC Vents, Automatic Climate Control, Rear Camera, Engine
1197 cc, Power
81.83 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, Length
3985mm, Used cars in Hyderabad in 4 Lakh to 6 Lakh, Used Petrol Hatchback cars in Hyderabad, Used Hatchback cars in Hyderabad, Used Hyundai cars in Hyderabad, 2015 model & newer Hyundai cars","Engine
1197 cc, Power
81.83 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, Length
3985mm",hyderabad
2020 Maruti Baleno Delta,"₹5.70 Lakh
Compare","40,000 kms   •   Petrol   •   Manual","Registration Year
2020, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
40,000 Kms, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2020, Automatic Climate Control, Android Auto/Apple CarPlay, Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
21.01 kmpl, Fuel
Petrol, No. of Airbags
2, Used cars in Hyderabad in 5 Lakh to 7 Lakh, Used Petrol Hatchback cars in Hyderabad, Used Hatchback cars in Hyderabad, Used Maruti cars in Hyderabad, 2020 model & newer Maruti cars","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
21.01 kmpl, Fuel
Petrol, No. of Airbags
2",hyderabad
2010 Fiat Punto 1.3 Emotion,"₹1 Lakh
Compare","1,60,000 kms   •   Diesel   •   Manual","Registration Year
2010, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,60,000 Kms, RTO
Ranga reddy, Ownership
Second Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2010, Rear AC Vents, Automatic Climate Control, Engine
1248 cc, Power
75 bhp, Transmission
Manual, Mileage
20.3 kmpl, Fuel
Diesel, Length
3987mm, Used cars in Hyderabad in 1 Lakh to 2 Lakh, Used Diesel Hatchback cars in Hyderabad, Used Hatchback cars in Hyderabad, Used Fiat cars in Hyderabad, 2010 model & newer Fiat cars","Engine
1248 cc, Power
75 bhp, Transmission
Manual, Mileage
20.3 kmpl, Fuel
Diesel, Length
3987mm",hyderabad
2016 Honda City i DTec VX,"₹5.50 Lakh
Compare","60,000 kms   •   Diesel   •   Manual","Registration Year
2016, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
60,000 Kms, RTO
Howrah, Ownership
Second Owner, Engine Displacement
1498 cc, Transmission
Manual, Year of Manufacture
2016, Leather Seats, Height Adjustable Driver Seat, Automatic Climate Control, Air Purifier, Engine
1498 cc, Power
98.6 bhp, Transmission
Manual, Mileage
26 kmpl, Fuel
Diesel, Used cars in Hyderabad in 5 Lakh to 7 Lakh, Used Diesel Sedan cars in Hyderabad, Used Sedan cars in Hyderabad, Used Honda cars in Hyderabad, 2016 model & newer Honda cars","Engine
1498 cc, Power
98.6 bhp, Transmission
Manual, Mileage
26 kmpl, Fuel
Diesel",hyderabad
2020 Maruti Alto 800 LXI Opt S-CNG BSVI,"₹3.29 Lakh
Compare","20,000 kms   •   CNG   •   Manual","Registration Year
2020, Insurance
Expired, Fuel Type
CNG, Seats
4 Seats, Kms Driven
20,000 Kms, RTO
Secunderabad, Ownership
First Owner, Engine Displacement
796 cc, Transmission
Manual, Year of Manufacture
2020, Air Conditioner, Engine
796 cc, Power
40.36 bhp, Transmission
Manual, Mileage
31.59 km/kg, Fuel
CNG, No. of Airbags
2, Used cars in Hyderabad in 3 Lakh to 4 Lakh, Used CNG Hatchback cars in Hyderabad, Used Hatchback cars in Hyderabad, Used Maruti cars in Hyderabad, 2020 model & newer Maruti cars","Engine
796 cc, Power
40.36 bhp, Transmission
Manual, Mileage
31.59 km/kg, Fuel
CNG, No. of Airbags
2",hyderabad
2023 Tata Nexon EV XZ Plus Lux Dark Edition,"₹17 Lakh
Compare","35,000 kms   •   Electric   •   Automatic","Registration Year
2023, Insurance
Expired, Fuel Type
Electric, Seats
5 Seats, Kms Driven
35,000 Kms, Ownership
First Owner, Transmission
Automatic, Year of Manufacture
2023, Wireless Charging, Automatic Climate Control, Rear AC Vents, Air Purifier, Voice Commands, Cruise Control, Range
453 km, Power
141.04 bhp, Battery Capacity
40.5 kWh, Charging Time DC
56 Mins, Charging Time AC
15 Hours, Seating Capacity
5, Global NCAP Safety Rating
5 Star, Used cars in Hyderabad in 14 Lakh to 21 Lakh, Used Electric SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Tata cars in Hyderabad, 2023 model & newer Tata cars","Range
453 km, Power
141.04 bhp, Battery Capacity
40.5 kWh, Charging Time DC
56 Mins, Charging Time AC
15 Hours, Seating Capacity
5, Global NCAP Safety Rating
5 Star",hyderabad
2023 Tata Nexon EV XZ Plus Lux Dark Edition,"₹17 Lakh
Compare","35,000 kms   •   Electric   •   Automatic","Registration Year
2023, Insurance
Expired, Fuel Type
Electric, Seats
5 Seats, Kms Driven
35,000 Kms, Ownership
First Owner, Transmission
Automatic, Year of Manufacture
2023, Wireless Charging, Automatic Climate Control, Rear AC Vents, Air Purifier, Voice Commands, Cruise Control, Range
453 km, Power
141.04 bhp, Battery Capacity
40.5 kWh, Charging Time DC
56 Mins, Charging Time AC
15 Hours, Seating Capacity
5, Global NCAP Safety Rating
5 Star, Used cars in Hyderabad in 14 Lakh to 21 Lakh, Used Electric SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Tata cars in Hyderabad, 2023 model & newer Tata cars","Range
453 km, Power
141.04 bhp, Battery Capacity
40.5 kWh, Charging Time DC
56 Mins, Charging Time AC
15 Hours, Seating Capacity
5, Global NCAP Safety Rating
5 Star",hyderabad
2016 Land Rover Range Rover Evoque 2.0 TD4 SE Dynamic,"₹40 Lakh
Compare","1,00,000 kms   •   Diesel   •   Automatic","Registration Year
2016, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,00,000 Kms, RTO
Hyderabad, Ownership
Second Owner, Engine Displacement
1999 cc, Transmission
Automatic, Year of Manufacture
2016, Engine
1999 cc, Power
177 bhp, Transmission
Automatic, Top Speed
195 kmph, Drive Type
4WD, Fuel
Diesel, Used cars in Hyderabad in 32 Lakh to 48 Lakh, Used Diesel SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Land Rover cars in Hyderabad, 2016 model & newer Land Rover cars","Engine
1999 cc, Power
177 bhp, Transmission
Automatic, Top Speed
195 kmph, Drive Type
4WD, Fuel
Diesel",hyderabad
2014 Toyota Innova 2.5 VX (Diesel) 8 Seater,"₹11 Lakh
Compare","90,665 kms   •   Diesel   •   Manual","Registration Year
2014, Insurance
Expired, Fuel Type
Diesel, Seats
8 Seats, Kms Driven
90,665 Kms, Ownership
First Owner, Engine Displacement
2494 cc, Transmission
Manual, Year of Manufacture
2014, Automatic Climate Control, Rear AC Vents, Tumble Fold Seats, Engine
2494 cc, Power
100.6 bhp, Seating Capacity
7, Transmission
Manual, Fuel
Diesel, Used cars in Hyderabad in 9 Lakh to 14 Lakh, Used Diesel MUV cars in Hyderabad, Used MUV cars in Hyderabad, Used Toyota cars in Hyderabad, 2014 model & newer Toyota cars","Engine
2494 cc, Power
100.6 bhp, Seating Capacity
7, Transmission
Manual, Fuel
Diesel",hyderabad
2023 MG Hector 2.0 Smart Pro Diesel BSVI,"₹21 Lakh
Compare","60,000 kms   •   Diesel   •   Manual","Registration Year
2023, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
60,000 Kms, RTO
Prakasam, Ownership
First Owner, Engine Displacement
1956 cc, Transmission
Manual, Year of Manufacture
2023, Height Adjustable Driver Seat, Cruise Control, Engine
1956 cc, Ground Clearance
192mm, Power
167.76 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
15.58 kmpl, Used cars in Hyderabad in 17 Lakh to 26 Lakh, Used Diesel SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used MG cars in Hyderabad, 2023 model & newer MG cars","Engine
1956 cc, Ground Clearance
192mm, Power
167.76 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
15.58 kmpl",hyderabad
2011 Hyundai i10 Sportz,"₹2 Lakh
Compare","90,000 kms   •   Petrol   •   Manual","Registration Year
2011, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
90,000 Kms, RTO
Secunderabad, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2011, Keyless Entry, Central Locking, Air Conditioner, Digital Odometer, Engine
1197 cc, Power
78.9 bhp, Transmission
Manual, Mileage
20.36 kmpl, Fuel
Petrol, Length
3585mm, Used cars in Hyderabad in 2 Lakh to 3 Lakh, Used Petrol Hatchback cars in Hyderabad, Used Hatchback cars in Hyderabad, Used Hyundai cars in Hyderabad, 2011 model & newer Hyundai cars","Engine
1197 cc, Power
78.9 bhp, Transmission
Manual, Mileage
20.36 kmpl, Fuel
Petrol, Length
3585mm",hyderabad
2019 Honda Amaze Exclusive Petrol BSIV,"₹5.50 Lakh
Compare","80,000 kms   •   Petrol   •   Manual","Registration Year
2019, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
80,000 Kms, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2019, Engine Start/Stop Button, Automatic Climate Control, Parking Sensors, Engine
1199 cc, Power
88.76 bhp, Transmission
Manual, Mileage
19.5 kmpl, Fuel
Petrol, No. of Airbags
2, Used cars in Hyderabad in 5 Lakh to 7 Lakh, Used Petrol Sedan cars in Hyderabad, Used Sedan cars in Hyderabad, Used Honda cars in Hyderabad, 2019 model & newer Honda cars","Engine
1199 cc, Power
88.76 bhp, Transmission
Manual, Mileage
19.5 kmpl, Fuel
Petrol, No. of Airbags
2",hyderabad
2021 Maruti Eeco 5 Seater AC 2020-2022,"₹4.90 Lakh
Compare","32,000 kms   •   Petrol   •   Manual","Registration Year
Mar 2021, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
32,000 Kms, RTO
Ranga reddy, Ownership
First Owner, Engine Displacement
1196 cc, Transmission
Manual, Year of Manufacture
2021, Engine
1196 cc, Power
72.41 bhp, Transmission
Manual, Mileage
16.11 kmpl, Fuel
Petrol, Seating Capacity
5, 7, Used cars in Hyderabad in 4 Lakh to 6 Lakh, Used Petrol Minivans cars in Hyderabad, Used Minivans cars in Hyderabad, Used Maruti cars in Hyderabad, 2021 model & newer Maruti cars","Engine
1196 cc, Power
72.41 bhp, Transmission
Manual, Mileage
16.11 kmpl, Fuel
Petrol, Seating Capacity
5, 7",hyderabad
2022 Mahindra XUV300 W8 Option BSVI,"₹11.30 Lakh
Compare","30,000 kms   •   Petrol   •   Manual","Registration Year
2022, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
30,000 Kms, RTO
Jangaon, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2022, Height Adjustable Driver Seat, Automatic Climate Control, Cruise Control, Engine
1197 cc, Power
108.62 bhp, Seating Capacity
5, Mileage
16.82 kmpl, Fuel
Petrol, No. of Airbags
6, Used cars in Hyderabad in 10 Lakh to 14 Lakh, Used Petrol SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Mahindra cars in Hyderabad, 2022 model & newer Mahindra cars","Engine
1197 cc, Power
108.62 bhp, Seating Capacity
5, Mileage
16.82 kmpl, Fuel
Petrol, No. of Airbags
6",hyderabad
2018 Maruti Vitara Brezza LDi,"₹5.75 Lakh
Compare","80,000 kms   •   Diesel   •   Manual","Registration Year
2018, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
80,000 Kms, Ownership
First Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2018, Air Purifier, Parking Sensors, Engine
1248 cc, Ground Clearance
198mm, Power
88.5 bhp, Transmission
Manual, Drive Type
FWD, Mileage
24.3 kmpl, Used cars in Hyderabad in 5 Lakh to 7 Lakh, Used Diesel SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Maruti cars in Hyderabad, 2018 model & newer Maruti cars","Engine
1248 cc, Ground Clearance
198mm, Power
88.5 bhp, Transmission
Manual, Drive Type
FWD, Mileage
24.3 kmpl",hyderabad
2022 Kia Seltos HTK Plus AT D,"₹15 Lakh
Compare","46,000 kms   •   Diesel   •   Automatic","Registration Year
2022, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
46,000 Kms, Ownership
First Owner, Engine Displacement
1493 cc, Transmission
Automatic, Year of Manufacture
2022, Height Adjustable Driver Seat, Cruise Control, Engine
1493 cc, Power
113.42 bhp, Seating Capacity
5, Drive Type
2WD, Mileage
17.8 kmpl, Fuel
Diesel, Used cars in Hyderabad in 12 Lakh to 18 Lakh, Used Diesel SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Kia cars in Hyderabad, 2022 model & newer Kia cars","Engine
1493 cc, Power
113.42 bhp, Seating Capacity
5, Drive Type
2WD, Mileage
17.8 kmpl, Fuel
Diesel",hyderabad
2022 Kia Seltos HTK Plus AT D,"₹15 Lakh
Compare","46,000 kms   •   Diesel   •   Automatic","Registration Year
2022, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
46,000 Kms, Ownership
First Owner, Engine Displacement
1493 cc, Transmission
Automatic, Year of Manufacture
2022, Height Adjustable Driver Seat, Cruise Control, Engine
1493 cc, Power
113.42 bhp, Seating Capacity
5, Drive Type
2WD, Mileage
17.8 kmpl, Fuel
Diesel, Used cars in Hyderabad in 12 Lakh to 18 Lakh, Used Diesel SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Kia cars in Hyderabad, 2022 model & newer Kia cars","Engine
1493 cc, Power
113.42 bhp, Seating Capacity
5, Drive Type
2WD, Mileage
17.8 kmpl, Fuel
Diesel",hyderabad
2019 Mahindra XUV500 W11 Option AT BSIV,"₹12.50 Lakh
Compare","80,000 kms   •   Diesel   •   Automatic","Registration Year
2019, Insurance
Expired, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
80,000 Kms, Ownership
Second Owner, Engine Displacement
2179 cc, Transmission
Automatic, Year of Manufacture
2019, Powered Front Seats, Height Adjustable Driver Seat, Automatic Climate Control, Cruise Control, Engine
2179 cc, Ground Clearance
200mm, Power
152.87 bhp, Seating Capacity
7, Drive Type
FWD, Mileage
15.1 kmpl, Used cars in Hyderabad in 10 Lakh to 15 Lakh, Used Diesel SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Mahindra cars in Hyderabad, 2019 model & newer Mahindra cars","Engine
2179 cc, Ground Clearance
200mm, Power
152.87 bhp, Seating Capacity
7, Drive Type
FWD, Mileage
15.1 kmpl",hyderabad
2008 Mahindra Bolero SLX 2WD BSIII,"₹3 Lakh
Compare","1,20,000 kms   •   Diesel   •   Manual","Registration Year
2008, Insurance
Expired, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
1,20,000 Kms, Ownership
Second Owner, Engine Displacement
2523 cc, Transmission
Manual, Year of Manufacture
2008, Rear Seat Armrest, Engine
2523 cc, Mileage
13.6 kmpl, Seating Capacity
7, Transmission
Manual, Fuel
Diesel, Used cars in Hyderabad in 3 Lakh to 4 Lakh, Used Diesel MUV cars in Hyderabad, Used MUV cars in Hyderabad, Used Mahindra cars in Hyderabad, 2008 model & newer Mahindra cars","Engine
2523 cc, Mileage
13.6 kmpl, Seating Capacity
7, Transmission
Manual, Fuel
Diesel",hyderabad
2010 Hyundai i10 Sportz 1.2,"₹1.60 Lakh
Compare","1,00,000 kms   •   Petrol   •   Manual","Registration Year
2010, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
1,00,000 Kms, Ownership
Third Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2010, Keyless Entry, Central Locking, Air Conditioner, Digital Odometer, Engine
1197 cc, Power
78.9 bhp, Transmission
Manual, Mileage
20.36 kmpl, Fuel
Petrol, Length
3585mm, Used cars in Hyderabad in 2 Lakh to 2 Lakh, Used Petrol Hatchback cars in Hyderabad, Used Hatchback cars in Hyderabad, Used Hyundai cars in Hyderabad, 2010 model & newer Hyundai cars","Engine
1197 cc, Power
78.9 bhp, Transmission
Manual, Mileage
20.36 kmpl, Fuel
Petrol, Length
3585mm",hyderabad
2017 Maruti Ignis 1.2 AMT Zeta BSIV,"₹4.30 Lakh
Compare","30,000 kms   •   Petrol   •   Automatic","Registration Year
2017, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
30,000 Kms, RTO
Ranga reddy, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2017, Engine Start/Stop Button, Engine
1197 cc, Power
81.80 bhp, Transmission
Automatic, Mileage
20.89 kmpl, Fuel
Petrol, No. of Airbags
2, Used cars in Hyderabad in 4 Lakh to 6 Lakh, Used Petrol Hatchback cars in Hyderabad, Used Hatchback cars in Hyderabad, Used Maruti cars in Hyderabad, 2017 model & newer Maruti cars","Engine
1197 cc, Power
81.80 bhp, Transmission
Automatic, Mileage
20.89 kmpl, Fuel
Petrol, No. of Airbags
2",hyderabad
2016 Hyundai Creta 1.6 CRDi SX Plus,"₹6.85 Lakh
Compare","1,50,000 kms   •   Diesel   •   Manual","Registration Year
2016, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
1,50,000 Kms, RTO
Hyderabad, Ownership
First Owner, Engine Displacement
1582 cc, Transmission
Manual, Year of Manufacture
2016, Height Adjustable Driver Seat, Air Purifier, Automatic Climate Control, Engine
1582 cc, Ground Clearance
190mm, Power
126.2 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
19.67 kmpl, Used cars in Hyderabad in 6 Lakh to 9 Lakh, Used Diesel SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Hyundai cars in Hyderabad, 2016 model & newer Hyundai cars","Engine
1582 cc, Ground Clearance
190mm, Power
126.2 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
19.67 kmpl",hyderabad
2024 Toyota Glanza G,"₹8.50 Lakh
Compare","50,000 kms   •   Petrol   •   Manual","Registration Year
2024, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
50,000 Kms, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2024, Engine Start/Stop Button, Rear AC Vents, Automatic Climate Control, Android Auto/Apple CarPlay, Rear Camera, Advanced Internet Features, ADAS, Engine
1197 cc, Power
88.50 bhp, Transmission
Manual, Mileage
22.35 kmpl, Fuel
Petrol, No. of Airbags
6, Used cars in Hyderabad in 7 Lakh to 11 Lakh, Used Petrol Hatchback cars in Hyderabad, Used Hatchback cars in Hyderabad, Used Toyota cars in Hyderabad, 2024 model & newer Toyota cars","Engine
1197 cc, Power
88.50 bhp, Transmission
Manual, Mileage
22.35 kmpl, Fuel
Petrol, No. of Airbags
6",hyderabad
2014 Renault Duster Petrol RxL,"₹4 Lakh
Compare","70,000 kms   •   Petrol   •   Manual","Registration Year
2014, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
70,000 Kms, RTO
Hyderabad, Ownership
First Owner, Engine Displacement
1598 cc, Transmission
Manual, Year of Manufacture
2014, Air Purifier, Parking Sensors, Engine
1598 cc, Ground Clearance
205mm, Power
102.57 bhp, Transmission
Manual, Drive Type
FWD, Mileage
13.24 kmpl, Used cars in Hyderabad in 4 Lakh to 5 Lakh, Used Petrol SUV cars in Hyderabad, Used SUV cars in Hyderabad, Used Renault cars in Hyderabad, 2014 model & newer Renault cars","Engine
1598 cc, Ground Clearance
205mm, Power
102.57 bhp, Transmission
Manual, Drive Type
FWD, Mileage
13.24 kmpl",hyderabad
