Used_Car_Name,Price,KM_Driven,Overview,Specification,location
2019 Maruti Swift Dzire AMT ZXI,"₹5.75 Lakh
Compare","14,188 kms   •   Petrol   •   Automatic","Registration Year
Jul 2019, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
14,188 Kms, RTO
Cooch Behar, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Automatic, Year of Manufacture
2019","Engine
1197 cc, Power
81.80 bhp, Transmission
Automatic, Mileage
21.21 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2011 Chevrolet Beat LT,"₹1.75 Lakh
Compare","43,610 kms   •   Petrol   •   Manual","Registration Year
Jan 2012, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
43,610 Kms, RTO
Kolkata, Ownership
Second Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2011","Engine
1199 cc, Power
79.4 bhp, Transmission
Manual, Mileage
18.6 kmpl, Fuel
Petrol, Length
3640mm",kolkata
2014 Hyundai Verna 1.6 SX VTVT (O),"₹4.50 Lakh
Compare","49,476 kms   •   Petrol   •   Manual","Registration Year
Feb 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
49,476 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1591 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1591 cc, Power
121.3 bhp, Transmission
Manual, Mileage
17.1 kmpl, Fuel
Petrol",kolkata
2018 Hyundai Verna VTVT 1.6 SX,"₹5.35 Lakh
Compare","37,000 kms   •   Petrol   •   Manual","Registration Year
Feb 2018, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
37,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1591 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1591 cc, Power
121.3 bhp, Transmission
Manual, Mileage
17 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2024 Mahindra XUV 3XO AX5,"₹10.49 Lakh
Compare","7,000 kms   •   Petrol   •   Manual","Registration Year
Jun 2024, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
7,000 Kms, RTO
Barasat, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2024","Engine
1197 cc, Power
109.96 bhp, Transmission
Manual, Drive Type
FWD, Mileage
18.89 kmpl, Fuel
Petrol, Global NCAP Safety Rating
5 Star",kolkata
2015 Renault Duster 4x4,"₹3.52 Lakh
Compare","62,000 kms   •   Diesel   •   Manual","Registration Year
Dec 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
62,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1461 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1461 cc, Ground Clearance
210mm, Power
108.45 bhp, Seating Capacity
5, Drive Type
AWD, Mileage
19.72 kmpl",kolkata
2014 Audi Q3 2.0 TDI,"₹9.50 Lakh
Compare","53,018 kms   •   Diesel   •   Automatic","Registration Year
Feb 2015, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
53,018 Kms, RTO
Barasat, Ownership
First Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2014","Engine
1968 cc, Ground Clearance
170mm, Power
174.33 bhp, Seating Capacity
5, Drive Type
AWD, Mileage
15.73 kmpl",kolkata
2021 Tata Tiago XT BSVI,"₹4.30 Lakh
Compare","33,831 kms   •   Petrol   •   Manual","Registration Year
Sept 2021, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
33,831 Kms, RTO
Howrah, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2021","Engine
1199 cc, Power
84.82 bhp, Transmission
Manual, Mileage
19.01 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2020 Hyundai i20 Asta Turbo iMT,"₹5.75 Lakh
Compare","39,547 kms   •   Petrol   •   Manual","Registration Year
Dec 2020, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
39,547 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2020","Engine
998 cc, Power
118.36 bhp, Transmission
Manual, Mileage
20 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2016 Maruti Wagon R VXI 1.2,"₹2.99 Lakh
Compare","48,000 kms   •   Petrol   •   Manual","Registration Year
Dec 2016, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
48,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1197 cc, Power
81.80 bhp, Transmission
Manual, Mileage
20.52 kmpl, Fuel
Petrol, No. of Airbags
1",kolkata
2019 Land Rover Discovery HSE 3.0 TD6,"₹32.80 Lakh
Compare","53,546 kms   •   Diesel   •   Automatic","Registration Year
Dec 2019, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
53,546 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
2993 cc, Transmission
Automatic, Year of Manufacture
2019","Engine
2993 cc, Power
255 bhp, Transmission
Automatic, Top Speed
209 kmph, Drive Type
AWD, Fuel
Diesel",kolkata
2023 Maruti Baleno Delta,"₹6.49 Lakh
Compare","13,800 kms   •   Petrol   •   Manual","Registration Year
May 2023, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
13,800 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2023","Engine
1197 cc, Power
88.50 bhp, Transmission
Manual, Mileage
22.35 kmpl, Fuel
Petrol, Boot Space
318 Litres",kolkata
2014 Maruti Swift Dzire VDI,"₹3.40 Lakh
Compare","44,128 kms   •   Diesel   •   Manual","Registration Year
Dec 2014, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
44,128 Kms, RTO
Barasat, Ownership
Third Owner, Engine Displacement
1248 cc, Transmission
Manual, Year of Manufacture
2014","Engine
1248 cc, Power
74 bhp, Transmission
Manual, Mileage
23.4 kmpl, Fuel
Diesel",kolkata
2022 Tata Nexon XZ Plus BSVI,"₹9.49 Lakh
Compare","17,000 kms   •   Petrol   •   Manual","Registration Year
Jun 2022, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
17,000 Kms, RTO
Barasat, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1199 cc, Ground Clearance
209, Power
118.35 bhp, Transmission
Manual, Mileage
17.33 kmpl, Fuel
Petrol",kolkata
2021 Hyundai Creta SX Turbo BSVI,"₹13 Lakh
Compare","76,898 kms   •   Petrol   •   Automatic","Registration Year
Apr 2021, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
76,898 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1353 cc, Transmission
Automatic, Year of Manufacture
2021","Engine
1353 cc, Power
138.08 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
16.8 kmpl, Fuel
Petrol",kolkata
2021 Jaguar I-Pace HSE,"₹60 Lakh
Compare","63,167 kms   •   Electric   •   Automatic","Registration Year
Aug 2021, Insurance
Comprehensive, Fuel Type
Electric, Seats
5 Seats, Kms Driven
63,167 Kms, RTO
Balasore, Ownership
First Owner, Transmission
Automatic, Year of Manufacture
2021","Range
470 km, Power
394.26 bhp, Battery Capacity
90 kWh, Charging Time AC
8 Hours 30 Min AC 11 kW, Top Speed
200 kmph, Regenerative Braking Levels
Yes",kolkata
2018 Honda Amaze V CVT Petrol BSIV,"₹4.95 Lakh
Compare","46,252 kms   •   Petrol   •   Automatic","Registration Year
Nov 2018, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
46,252 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1199 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1199 cc, Power
88.76 bhp, Transmission
Automatic, Mileage
19 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2016 Honda City i VTEC V,"₹4.25 Lakh
Compare","52,000 kms   •   Petrol   •   Manual","Registration Year
Aug 2016, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
52,000 Kms, RTO
Kolkata, Ownership
Second Owner, Engine Displacement
1497 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1497 cc, Power
117.3 bhp, Transmission
Manual, Mileage
17.8 kmpl, Fuel
Petrol",kolkata
2015 Hyundai Grand i10 Sportz,"₹3.35 Lakh
Compare","37,151 kms   •   Petrol   •   Manual","Registration Year
Aug 2015, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
37,151 Kms, RTO
Kolkata, Ownership
Second Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2015","Engine
1197 cc, Power
82 bhp, Transmission
Manual, Mileage
18.9 kmpl, Fuel
Petrol, Length
3765mm",kolkata
2017 Mitsubishi Pajero Sport 4X2 AT Dual Tone,"₹14.25 Lakh
Compare","82,541 kms   •   Diesel   •   Automatic","Registration Year
Mar 2017, Insurance
Comprehensive, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
82,541 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
2477 cc, Transmission
Automatic, Year of Manufacture
2017","Engine
2477 cc, Ground Clearance
215 mm, Power
175.56 bhp, Seating Capacity
7, Drive Type
RWD, Mileage
13.5 kmpl",kolkata
2019 Jeep Compass 2.0 Limited Plus BSIV,"₹12.50 Lakh
Compare","23,000 kms   •   Diesel   •   Manual","Registration Year
Dec 2019, Insurance
Third Party, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
23,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1956 cc, Transmission
Manual, Year of Manufacture
2019","Engine
1956 cc, Ground Clearance
178mm, Power
170.63 bhp, Seating Capacity
5, Drive Type
4X2, Mileage
17.1 kmpl",kolkata
2019 Hyundai Creta 1.6 SX Option,"₹8.99 Lakh
Compare","48,000 kms   •   Petrol   •   Manual",Not Available,Not Available,kolkata
2017 Nissan Micra Active XV,"₹2.95 Lakh
Compare","23,546 kms   •   Petrol   •   Manual","Registration Year
Dec 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
23,546 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1198 cc, Power
67.04 bhp, Transmission
Manual, Mileage
19.69 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2022 Maruti Swift LXI BSVI,"₹5.01 Lakh
Compare","53,241 kms   •   Petrol   •   Manual","Registration Year
Jun 2022, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
53,241 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2022","Engine
1197 cc, Power
88.50 bhp, Transmission
Manual, Mileage
22.38 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2011 BMW 3 Series 320d,"₹7.50 Lakh
Compare","40,000 kms   •   Diesel   •   Automatic","Registration Year
Sept 2011, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
40,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1995 cc, Transmission
Automatic, Year of Manufacture
2011","Engine
1995 cc, Transmission
Automatic, Mileage
13.2 kmpl, Fuel
Diesel",kolkata
2018 Lamborghini Urus V8,"₹3.39 Crore
Compare","27,200 kms   •   Petrol   •   Automatic","Registration Year
Oct 2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
27,200 Kms, RTO
Kangra, Ownership
First Owner, Engine Displacement
3996 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
3996 cc, Power
641 bhp, Seating Capacity
5, Drive Type
4WD, Fuel
Petrol",kolkata
2015 Maruti Wagon R VXI,"₹2.41 Lakh
Compare","47,030 kms   •   Petrol   •   Manual","Registration Year
Oct 2015, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
47,030 Kms, RTO
Howrah, Ownership
Second Owner, Engine Displacement
998 cc, Transmission
Manual, Year of Manufacture
2015","Engine
998 cc, Power
67.05 bhp, Transmission
Manual, Mileage
21.79 kmpl, Fuel
Petrol, No. of Airbags
1",kolkata
2018 Mahindra XUV500 W10 2WD,"₹9.99 Lakh
Compare","37,000 kms   •   Diesel   •   Manual","Registration Year
Mar 2020, Insurance
Third Party, Fuel Type
Diesel, Seats
7 Seats, Kms Driven
37,000 Kms, RTO
Maldah, Ownership
First Owner, Engine Displacement
2179 cc, Transmission
Manual, Year of Manufacture
2018","Engine
2179 cc, Ground Clearance
200mm, Power
140 bhp, Seating Capacity
7, Drive Type
FWD, Mileage
16 kmpl",kolkata
2017 Ford Figo 1.2P Trend MT,"₹2.80 Lakh
Compare","40,000 kms   •   Petrol   •   Manual","Registration Year
Mar 2017, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
40,000 Kms, RTO
Alipore, Ownership
First Owner, Engine Displacement
1196 cc, Transmission
Manual, Year of Manufacture
2017","Engine
1196 cc, Power
86.8 bhp, Transmission
Manual, Mileage
18.16 kmpl, Fuel
Petrol, Length
3886mm",kolkata
2020 Hyundai Santro Asta,"₹3.75 Lakh
Compare","41,142 kms   •   Petrol   •   Manual","Registration Year
Mar 2020, Insurance
Comprehensive, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
41,142 Kms, RTO
Bolpur, Ownership
First Owner, Engine Displacement
1086 cc, Transmission
Manual, Year of Manufacture
2020","Engine
1086 cc, Power
68.05 bhp, Transmission
Manual, Mileage
20.3 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2013 Hyundai EON Era Plus,"₹1.85 Lakh
Compare","36,002 kms   •   Petrol   •   Manual","Registration Year
Jan 2013, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
36,002 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
814 cc, Transmission
Manual, Year of Manufacture
2013","Engine
814 cc, Power
55.2 bhp, Transmission
Manual, Mileage
21.1 kmpl, Fuel
Petrol, Length
3495mm",kolkata
2018 Volkswagen Tiguan 2.0 TDI Highline,"₹13.75 Lakh
Compare","80,000 kms   •   Diesel   •   Automatic","Registration Year
Mar 2018, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
80,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1968 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1968 cc, Ground Clearance
149mm, Power
141 bhp, Seating Capacity
5, Drive Type
AWD, Mileage
16.65 kmpl",kolkata
2021 Tata Altroz XZ Diesel BSVI,"₹4.90 Lakh
Compare","67,380 kms   •   Diesel   •   Manual",Not Available,Not Available,kolkata
2018 Renault Duster 110PS Diesel RxZ AMT,"₹6 Lakh
Compare","49,000 kms   •   Diesel   •   Automatic","Registration Year
Dec 2018, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
49,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1461 cc, Transmission
Automatic, Year of Manufacture
2018","Engine
1461 cc, Ground Clearance
205mm, Power
108.45 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
19.6 kmpl",kolkata
2016 Maruti Ertiga VXI,"₹5.75 Lakh
Compare","48,019 kms   •   Petrol   •   Manual","Registration Year
Jun 2016, Insurance
Expired, Fuel Type
Petrol, Seats
7 Seats, Kms Driven
48,019 Kms, RTO
Kolkata, Ownership
Second Owner, Engine Displacement
1462 cc, Transmission
Manual, Year of Manufacture
2016","Engine
1462 cc, Power
103.26 bhp, Mileage
19.01 kmpl, Seating Capacity
7, Transmission
Manual, Fuel
Petrol",kolkata
2024 Porsche Macan Standard,"₹79.95 Lakh
Compare","6,600 kms   •   Petrol   •   Automatic","Registration Year
Jul 2024, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
6,600 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1984 cc, Transmission
Automatic, Year of Manufacture
2024","Engine
1984 cc, Power
261.49 bhp, Transmission
Automatic, Top Speed
232 kmph, Drive Type
AWD, Fuel
Petrol",kolkata
2019 Hyundai Verna VTVT 1.4 E,"₹5.41 Lakh
Compare","57,942 kms   •   Petrol   •   Manual","Registration Year
Jun 2019, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
57,942 Kms, RTO
barrackpore, Ownership
First Owner, Engine Displacement
1368 cc, Transmission
Manual, Year of Manufacture
2019","Engine
1368 cc, Power
98.6 bhp, Transmission
Manual, Mileage
19.1 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2018 Toyota Etios Liva VX Limited Edition,"₹4.25 Lakh
Compare","27,000 kms   •   Petrol   •   Manual","Registration Year
Oct 2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
27,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1197 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1197 cc, Power
78.9 bhp, Transmission
Manual, Mileage
18.16 kmpl, Fuel
Petrol, No. of Airbags
2",kolkata
2018 Toyota Corolla Altis 1.8 J,"₹6.25 Lakh
Compare","25,000 kms   •   Petrol   •   Manual","Registration Year
Oct 2018, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
25,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1798 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1798 cc, Power
138 bhp, Transmission
Manual, Mileage
14.53 kmpl, Fuel
Petrol",kolkata
2023 Jeep Compass 2.0 Model S Opt 4x4 AT,"₹23 Lakh
Compare","30,979 kms   •   Diesel   •   Automatic","Registration Year
Nov 2023, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
30,979 Kms, RTO
Purulia, Ownership
First Owner, Engine Displacement
1956 cc, Transmission
Automatic, Year of Manufacture
2023","Engine
1956 cc, Power
168 bhp, Seating Capacity
5, Drive Type
4WD, Mileage
14.9 kmpl, Fuel
Diesel, Global NCAP Safety Rating
5 Star",kolkata
2013 Mercedes-Benz B Class B180 Sports,"₹5.85 Lakh
Compare","65,000 kms   •   Petrol   •   Automatic","Registration Year
Jul 2013, Insurance
Expired, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
65,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
1595 cc, Transmission
Automatic, Year of Manufacture
2013","Engine
1595 cc, Power
120.7 bhp, Transmission
Automatic, Top Speed
190km/hr kmph, Drive Type
FWD, Fuel
Petrol, Seating Capacity
5",kolkata
2020 Mahindra Marazzo M4 8Str,"₹7.75 Lakh
Compare","51,000 kms   •   Diesel   •   Manual",Not Available,Not Available,kolkata
2011 Maruti SX4 ZXI MT BSIV,"₹1.68 Lakh
Compare","46,000 kms   •   Petrol   •   Manual","Registration Year
Apr 2011, Insurance
Third Party, Fuel Type
Petrol, Seats
5 Seats, Kms Driven
46,000 Kms, RTO
Kolkata, Ownership
Second Owner, Engine Displacement
1586 cc, Transmission
Manual, Year of Manufacture
2011","Engine
1586 cc, Power
103.3 bhp, Transmission
Manual, Mileage
15.5 kmpl, Fuel
Petrol",kolkata
2018 Mahindra KUV 100 NXT G80 K8 6Str,"₹3.40 Lakh
Compare","30,688 kms   •   Petrol   •   Manual","Registration Year
Jan 2019, Insurance
Comprehensive, Fuel Type
Petrol, Seats
6 Seats, Kms Driven
30,688 Kms, RTO
Kolkata, Ownership
Second Owner, Engine Displacement
1198 cc, Transmission
Manual, Year of Manufacture
2018","Engine
1198 cc, Power
82 bhp, Transmission
Manual, Mileage
18.15 kmpl, Fuel
Petrol, Boot Space
243 Litres",kolkata
2012 Land Rover Range Rover Evoque 2.2L Dynamic,"₹10.49 Lakh
Compare","89,000 kms   •   Diesel   •   Automatic","Registration Year
Jul 2012, Insurance
Expired, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
89,000 Kms, RTO
Kolkata, Ownership
First Owner, Engine Displacement
2179 cc, Transmission
Automatic, Year of Manufacture
2012","Engine
2179 cc, Power
187.7 bhp, Transmission
Automatic, Top Speed
195 kmph, Drive Type
4WD, Fuel
Diesel",kolkata
2020 MG Hector Sharp Diesel MT BSIV,"₹11.50 Lakh
Compare","56,202 kms   •   Diesel   •   Manual","Registration Year
Dec 2020, Insurance
Comprehensive, Fuel Type
Diesel, Seats
5 Seats, Kms Driven
56,202 Kms, RTO
Bardhaman, Ownership
First Owner, Engine Displacement
1956 cc, Transmission
Manual, Year of Manufacture
2020","Engine
1956 cc, Power
167.68 bhp, Seating Capacity
5, Drive Type
FWD, Mileage
17.41 kmpl, Fuel
Diesel",kolkata
